Item Number,Category Name,Item Description,Vendor,Vendor Name,Bottle Volume (ml),Pack,Inner Pack,Age,Proof,List Date,UPC,SCC,State Bottle Cost,State Case Cost,State Bottle Retail,Report Date
925019,BLENDED WHISKIES,BLACKENED WHISKEY 72 SEASONS,305,MHW LTD,750,6,1,0,90,06/01/2023,736040007456,10083664874139,24.63,147.78,36.95,01/01/2026
925024,BOTTLED IN BOND BOURBON,HA ROSSVILLE BOTTLED IN BOND 6YR,434,LUXCO INC,700,6,1,6,100,09/01/2023,88352140193,10083664874139,25.00,150.00,37.50,01/01/2026
925026,STRAIGHT RYE WHISKIES,O.H. INGRAM RIVER AGED STRAIGHT RYE WHISKEY,231,RS LIPMAN COMPANY LLC,750,6,1,3,98,06/01/2023,856308007902,10083664874139,42.84,257.04,64.26,01/01/2026
925018,TEMPORARY & SPECIALTY PACKAGES,HA REDWOOD EMPIRE LOST MONARCH CASK STRENGTH BLEND,926,"GRATON SPIRITS COMPANY, LLC / PURPLE BRANDS",750,6,1,4,117,12/01/2024,851718000543,10083664874139,38.00,228.00,57.00,01/01/2026
925043,SINGLE BARREL BOURBON WHISKIES,STELLUM SINGLE BARREL RYE SERPENS P9 DISCO,305,MHW LTD,750,12,1,5,114,05/01/2023,736040003953,10083664874139,29.00,348.00,43.50,01/01/2026
925033,IOWA SPIRITS MANUFACTURERS,TEMPLETON RYE WHISKEY ORANGE LIQUEUR CASK FINISH,952,"TEMPLETON RYE SPIRITS, LLC",750,6,1,4,92,06/01/2024,720815923348,10083664874139,12.08,72.48,18.12,01/01/2026
925053,STRAIGHT RYE WHISKIES,SMOKE WAGON MALTED STRAIGHT RYE WHISKEY,460,SHAW-ROSS INTERNATIONAL,750,6,1,0,58,10/01/2024,858764003603,10083664874139,45.32,271.92,67.98,01/01/2026
925054,STRAIGHT RYE WHISKIES,SMOKE WAGON BOTTLED IN BOND STRAIGHT RYE WHISKEY,460,SHAW-ROSS INTERNATIONAL,750,6,1,0,100,10/01/2024,858764003597,10083664874139,38.60,231.60,57.90,01/01/2026
925061,STRAIGHT RYE WHISKIES,HARD TRUTH SWEET MASH RYE RW-4 CARAMEL,873,HARD TRUTH DISTILLING COMPANY LLC,750,6,1,48,117,04/01/2025,850003649764,10083664874139,45.00,270.00,67.50,01/01/2026
925063,STRAIGHT RYE WHISKIES,HARD TRUTH SWEET MASH RYE RW-3 CHOCOLATE,873,HARD TRUTH DISTILLING COMPANY LLC,750,6,1,48,109,04/01/2025,850003649757,10083664874139,45.00,270.00,67.50,01/01/2026
925051,TEMPORARY & SPECIALTY PACKAGES,HA REDWOOD EMPIRE EMERALD GIANT CASK STRENGTH RYE,926,"GRATON SPIRITS COMPANY, LLC / PURPLE BRANDS",750,6,1,4,116,02/01/2024,851718000567,10083664874139,37.20,223.20,55.80,01/01/2026
925083,STRAIGHT RYE WHISKIES,HA WHISTLEPIG THE BOSS HOG IX: SIRENS SONG,214,GOAMERICAGO BEVERAGES LLC / WHISTLEPIG,750,3,1,0,106,10/01/2022,810080550537,10083664874139,300.00,900.00,450.00,01/01/2026
925085,STRAIGHT RYE WHISKIES,LIMOUSIN RYE SINGLE BARREL BUY THE BARREL,305,MHW LTD,750,6,1,0,92,09/01/2022,819994020129,10083664874139,26.67,160.02,40.01,01/01/2026
925091,STRAIGHT BOURBON WHISKIES,HA EH TAYLOR STRAIGHT RYE BARREL,421,SAZERAC COMPANY  INC,750,6,1,0,126,11/01/2024,88004052522,10083664874139,37.50,225.00,56.25,01/01/2026
925094,SINGLE BARREL BOURBON WHISKIES,HA BARRELL BCS GOLD LABEL SEAGRASS,305,MHW LTD,750,3,1,0,128,12/01/2023,736040005780,10083664874139,149.50,448.50,224.25,01/01/2026
925111,BLENDED WHISKIES,LOST LANTERN 2022 SINGLE CASK #5 MCCARTHYS 3YR OREGON SINGLE,368,PARK STREET IMPORTS,750,12,1,0,114,08/01/2022,855810007097,10080686021312,51.00,612.00,76.50,01/01/2026
925112,STRAIGHT RYE WHISKIES,THE SENATOR SINGLE BARREL,118,AMERICAN SPIRITS EXCHANGE,750,6,1,6,100,09/01/2022,793888485709,10083664874139,40.50,243.00,60.75,01/01/2026
925114,STRAIGHT RYE WHISKIES,PEERLESS SINGLE BARREL SELECTION KY STRAIGHT RYE WHISKEY,899,"KENTUCKY PEERLESS DISTILLING COMPANY, LLC",750,6,1,0,54,05/01/2023,813555020597,10083664874139,60.84,365.04,91.26,01/01/2026
925080,IOWA SPIRITS MANUFACTURERS,CM BEVERLY HIGH RYE,125,CEDAR RIDGE VINEYARDS LL,750,6,1,0,96,04/01/2024,84104110216,10083664874139,29.84,179.04,44.76,01/01/2026
925127,AMERICAN DISTILLED SPIRITS SPECIALTY,MIDDLE WEST SPIRITS PORTED PUMPERNICKEL,625,MIDDLE WEST SPIRITS,750,6,1,5,99,04/01/2023,672975279097,10083664874139,45.00,270.00,67.50,01/01/2026
925130,STRAIGHT RYE WHISKIES,LOST LANTERN 2022 SINGLE CASK #8 DADS HAT PENNSYLVANIA RYE,368,PARK STREET IMPORTS,750,12,1,0,127,08/01/2022,855810007097,10080686021312,51.00,612.00,76.50,01/01/2026
925131,STRAIGHT RYE WHISKIES,KOVAL SINGLE BARREL RYE WHISKEY BUY THE BARREL,187,KOVAL DISTILLERY,750,6,1,0,110,08/01/2022,91037649096,10088004015142,35.17,211.02,52.76,01/01/2026
925155,STRAIGHT BOURBON WHISKIES,COLLECTORS EDITION AMERICAN EAGLE,100,AIKO IMPORTERS INC,750,4,1,0,80,10/01/2024,787269012547,10083664874139,55.00,220.00,82.50,01/01/2026
925159,SINGLE MALT SCOTCH,COPPERWORKS AMERICAN SINGLE MALT WHISKEY,781,BIG DERBY DISTILLING COMPANY,750,6,1,0,100,06/01/2022,862018000287,1008519260047,30.00,180.00,45.00,01/01/2026
925161,STRAIGHT RYE WHISKIES,LOST LANTERN 2022 SINGLE CASK 2 WESTWARD OREGON SINGLE MALT,368,PARK STREET IMPORTS,750,12,1,0,121,01/01/2023,80480958572,10083664874139,74.00,888.00,111.00,01/01/2026
925121,IOWA SPIRITS MANUFACTURERS,METHANOL MOONSHINE PEACH CORN WHISKEY,594,"AMERICAN HERITAGE DISTILLERS, LLC / CENTURY FARMS DISTILLERY",750,12,1,0,70,11/01/2024,850036337102,10083664874139,14.00,168.00,21.00,01/01/2026
925169,STRAIGHT RYE WHISKIES,WILDERNESS TRAIL BIB SMALL BATCH-RYE WHISKEY,619,CAMPARI AMERICA,750,6,1,4,100,06/01/2022,852989005312,10080686021312,33.60,201.60,50.40,01/01/2026
925182,STRAIGHT RYE WHISKIES,RITTENHOUSE RYE WHISKEY PRIVATE BARREL,259,HEAVEN HILL BRANDS,750,12,1,0,100,04/01/2023,96749004232,10083664874139,17.50,210.00,26.25,01/01/2026
925183,STRAIGHT RYE WHISKIES,COALITION KY STRAIGHT RYE WHISKEY PAUILLAC BARRIQUES DISCO,368,PARK STREET IMPORTS,750,6,1,0,93,09/01/2022,850018064002,10083664874139,37.50,225.00,56.25,01/01/2026
925185,STRAIGHT RYE WHISKIES,COALITION KENTUCKY STRAIGHT RYE IN SAUTERNES BARRIQUES DISCO,368,PARK STREET IMPORTS,750,6,1,0,94,09/01/2022,850018064002,10083664874139,37.50,225.00,56.25,01/01/2026
925187,STRAIGHT RYE WHISKIES,COALITION KENTUCKY STRAIGHT RYE WHISKEY BARREL PROOF DISCO,368,PARK STREET IMPORTS,750,6,1,0,109,09/01/2022,850018064002,10083664874139,53.50,321.00,80.25,01/01/2026
925195,STRAIGHT RYE WHISKIES,WOODINVILLE STRAIGHT RYE SINGLE BARREL BUY THE BARREL,420,MOET HENNESSY USA,750,12,1,0,90,09/01/2024,858349004209,10083664874139,37.49,449.88,56.24,01/01/2026
925202,STRAIGHT RYE WHISKIES,STELLUM SINGLE BARREL RYE,305,MHW LTD,750,12,1,0,120,09/01/2021,73604000394,10080686021312,29.00,348.00,43.50,01/01/2026
925213,SINGLE BARREL BOURBON WHISKIES,THE CLOVER BARREL STRENGTH STRAIGHT BOURBON BUY THE BARREL,384,PIEDMONT DISTILLERS INC,750,6,1,0,112,04/01/2022,850015676215,1008519260047,39.99,239.94,59.99,01/01/2026
925214,STRAIGHT RYE WHISKIES,THE CLOVER STRAIGHT RYE WHISKEY BUY THE BARREL,384,PIEDMONT DISTILLERS INC,750,6,1,0,121,10/01/2022,850015676222,10083664874139,34.98,209.88,52.47,01/01/2026
925215,STRAIGHT RYE WHISKIES,ELIJAH CRAIG RYE WHISKEY,259,HEAVEN HILL BRANDS,1750,6,1,0,94,12/01/2023,96749003976,10083664874139,32.50,195.00,48.75,01/01/2026
925219,SINGLE MALT SCOTCH,MCCARTHYS 6 YEAR OREGON SINGLE MALT WHISKEY,971,HOOD RIVER DISTILLERS,750,6,1,6,100,03/01/2025,16976573615,10083664874139,34.92,209.52,52.38,01/01/2026
925220,STRAIGHT RYE WHISKIES,OLD POTRERO STRAIGHT RYE WHISKEY,391,HOTALING & CO,700,6,1,6,97,08/01/2023,87229178758,10083664874139,36.67,220.02,55.01,01/01/2026
925233,STRAIGHT RYE WHISKIES,HA SMOOTH AMBLER OLD SCOUT RYE PORT,370,PERNOD RICARD USA,750,6,1,0,103,12/01/2024,854570002427,10083664874139,24.99,149.94,37.49,01/01/2026
925234,STRAIGHT RYE WHISKIES,COALITION STRAIGHT RYE WHISKEY MARGAUX BARRIQUES DISCO,368,PARK STREET IMPORTS,750,6,1,0,91,08/01/2021,80432106624,10080686021312,45.00,270.00,67.50,01/01/2026
925241,STRAIGHT RYE WHISKIES,LOCK STOCK & BARREL VATTED STRAIGHT RYE WHISKEY,988,COOPER SPIRITS INTERNATIONAL LLC,750,6,1,0,100,12/01/2021,898804009325,10088004015142,40.00,240.00,60.00,01/01/2026
925265,STRAIGHT RYE WHISKIES,PINE BLUFFS DISTILLING STRAIGHT RYE WHISKEY,805,WMC-PBD LLC/ PINE BLUFFS DISTILLING,750,6,1,0,99,10/01/2022,850953008079,10083664874139,27.50,165.00,41.25,01/01/2026
925269,STRAIGHT RYE WHISKIES,TEMPLETON RYE SINGLE BARREL SELECTION BUY THE BARREL,255,INFINIUM SPIRITS,750,6,1,6,117,11/01/2025,720815921634,10083664874139,29.99,179.94,44.99,01/01/2026
925293,STRAIGHT RYE WHISKIES,OREGON SPIRIT DISTILLERS STRAIGHT AMERICAN RYE WHISKEY DNO,336,MAVERICK SPIRIT LLC / OREGON SPIRIT DISTILLERS,750,6,1,4,90,05/01/2023,852679823691,10083664874139,32.00,192.00,48.00,01/01/2026
925303,TENNESSEE WHISKIES,HA JDSB RYE BARREL PROOF,085,BROWN FORMAN CORP.,750,6,1,48,100,06/01/2023,82184006511,10083664874139,38.96,233.76,58.44,01/01/2026
925346,BLENDED WHISKIES,HA WESTWARD CASK STRENGTH 125 WHISKEY,368,PARK STREET IMPORTS,750,6,1,0,125,02/01/2023,853507000291,10083664874139,50.00,300.00,75.00,01/01/2026
925165,IOWA SPIRITS MANUFACTURERS,SLIPKNOT NO 9 RED CASK,125,CEDAR RIDGE VINEYARDS LL,750,6,1,4,96,04/01/2025,850029721116,10083664874139,25.00,150.00,37.50,01/01/2026
925388,STRAIGHT RYE WHISKIES,UNCLE NEAREST STRAIGHT RYE WHISKEY,368,PARK STREET IMPORTS,750,6,1,0,100,11/01/2025,51497363840,10083664874139,52.00,312.00,78.00,01/01/2026
925389,STRAIGHT BOURBON WHISKIES,LOCK & LOAD BOURBON BULLET DISCO,100,AIKO IMPORTERS INC,100,4,20,0,80,10/01/2024,787269012516,10083664874139,67.60,270.40,101.40,01/01/2026
925387,SINGLE BARREL BOURBON WHISKIES,BULLHORN WHISKEY,566,"FOUNDRY DISTILLING COMPANY, LLC",750,6,1,5,94,07/01/2022,850826008663,10080686021312,20.00,120.00,30.00,01/01/2026
925399,STRAIGHT RYE WHISKIES,THE SENATOR BARREL PROOF RYE,118,AMERICAN SPIRITS EXCHANGE,750,6,1,0,122,06/01/2021,609788231462,10080686021312,44.17,265.02,66.26,01/01/2026
925401,STRAIGHT RYE WHISKIES,ROULETTE RYE,118,AMERICAN SPIRITS EXCHANGE,750,12,1,0,100,06/01/2021,609788231707,10083664874139,15.00,180.00,22.50,01/01/2026
925403,STRAIGHT RYE WHISKIES,DEADWOOD RYE WHISKEY,118,AMERICAN SPIRITS EXCHANGE,750,12,1,0,83,02/01/2024,609788231332,10083664874139,12.92,155.04,19.38,01/01/2026
925408,STRAIGHT RYE WHISKIES,HA WHISTLEPIG FARMSTOCK BEYOND BONDED RYE,214,GOAMERICAGO BEVERAGES LLC / WHISTLEPIG,750,6,1,4,100,07/01/2021,850001901451,10080686021312,55.00,330.00,82.50,01/01/2026
925451,BLENDED WHISKIES,YELLOW ROSE PREMIUM AMERICAN WHISKEY,368,PARK STREET IMPORTS,750,6,1,0,80,06/01/2024,857186006063,10083664874139,17.49,104.94,26.24,01/01/2026
925463,STRAIGHT RYE WHISKIES,CHICKEN COCK ISLAND ROOSTER RUM BARREL RYE,368,PARK STREET IMPORTS,750,6,1,0,90,07/01/2023,810020890327,10083664874139,106.67,640.02,160.01,01/01/2026
925467,STRAIGHT RYE WHISKIES,SAGAMORE RYE SHERRY FINISH DISCO,634,"SAGAMORE WHISKEY, LLC",750,6,1,4,106,04/01/2023,858232007584,10083664874139,39.83,238.98,59.75,01/01/2026
925468,STRAIGHT RYE WHISKIES,SAGAMORE BOTTLED IN BOND RYE,634,"SAGAMORE WHISKEY, LLC",750,6,1,7,100,03/01/2025,858232007553,10083664874139,39.99,239.94,59.99,01/01/2026
925470,TENNESSEE WHISKIES,JACK DANIELS SINGLE BARREL RYE BARREL PROOF PC BUY THE BARRE,085,BROWN FORMAN CORP.,750,6,1,0,130,07/01/2024,82184006528,10083664874139,38.96,233.76,58.44,01/01/2026
925473,SINGLE BARREL BOURBON WHISKIES,TRAVERSE CITY WHISKEY CO. BARREL PROOF WHEAT WHISKEY,428,"TRAVERSE CITY WHISKEY CO / TCWC, LLC",750,6,1,0,115,08/01/2023,859122005505,10083664874139,42.50,255.00,63.75,01/01/2026
925391,STRAIGHT BOURBON WHISKIES,173 CRAFT DISTILLERY BOURBON WHISKEY (USE ITEM CODE 922540),796,173 CRAFT DISTILLERY,750,12,1,0,80,07/01/2022,850041913049,10080686021312,12.00,144.00,18.00,01/01/2026
925474,SINGLE BARREL BOURBON WHISKIES,COALESENCE DISCO,566,"FOUNDRY DISTILLING COMPANY, LLC",750,6,1,0,90,11/01/2021,850826008458,1008519260047,19.00,114.00,28.50,01/01/2026
925475,IOWA SPIRITS MANUFACTURERS,METHANOL MOONSHINE,594,"AMERICAN HERITAGE DISTILLERS, LLC / CENTURY FARMS DISTILLERY",750,12,1,0,100,08/01/2021,860003363829,10080686021312,16.00,192.00,24.00,01/01/2026
925479,BLENDED WHISKIES,HA ORPHAN BARREL FABLE & FOLLY,260,DIAGEO AMERICAS,750,6,1,0,90,03/01/2022,82000798422,10080686021312,59.99,359.94,89.99,01/01/2026
925483,STRAIGHT RYE WHISKIES,HA LOCK STOCK & BARREL 21YR STRAIGHT RYE WHISKEY,988,COOPER SPIRITS INTERNATIONAL LLC,750,3,1,21,111,02/01/2022,898804005075,10088004015142,250.00,750.00,375.00,01/01/2026
925485,STRAIGHT BOURBON WHISKIES,HA WIDOW JANE THE VAULTS,259,HEAVEN HILL BRANDS,750,6,1,0,99,08/01/2023,856282005819,10083664874139,125.00,750.00,187.50,01/01/2026
925498,WHISKEY LIQUEUR,LOST LANTERN: CEDAR RIDGE IA SINGLE MALT WHISKEY SHERRY CASK,368,PARK STREET IMPORTS,750,12,1,0,116,01/01/2022,850010980096,1008519260047,61.09,733.08,91.64,01/01/2026
925499,BLENDED WHISKIES,LOST LANTERN AMERICAN VATTED MALT EDITION NO 1,368,PARK STREET IMPORTS,750,12,1,0,105,04/01/2022,850010980003,1008519260047,66.67,800.04,100.01,01/01/2026
925476,IOWA SPIRITS MANUFACTURERS,METHANOL MOONSHINE: DRIVERS EDITION,594,"AMERICAN HERITAGE DISTILLERS, LLC / CENTURY FARMS DISTILLERY",750,12,1,0,100,08/01/2021,860003363829,10088004015142,24.00,288.00,36.00,01/01/2026
925567,STRAIGHT BOURBON WHISKIES,OREGON SPIRIT DISTILLERS STRAIGHT AMERICAN BOURBON DNO,336,MAVERICK SPIRIT LLC / OREGON SPIRIT DISTILLERS,750,6,1,4,94,05/01/2023,852679823660,10083664874139,29.16,174.96,43.74,01/01/2026
925610,STRAIGHT BOURBON WHISKIES,LOCK & LOAD BOURBON BULLPOP GUN,100,AIKO IMPORTERS INC,1750,4,1,0,80,10/01/2024,783495705888,10083664874139,105.00,420.00,157.50,01/01/2026
925611,STRAIGHT RYE WHISKIES,CM ADVENTUROUS RYE,306,MISSISSIPPI RIVER DISTILLING COMPANY LLC,750,12,1,0,120,01/01/2025,850062178298,10083664874139,17.31,207.72,25.97,01/01/2026
925612,STRAIGHT BOURBON WHISKIES,LOCK & LOAD BOURBON CARBINE GUN,100,AIKO IMPORTERS INC,1750,4,1,0,80,10/01/2024,783495705871,10083664874139,105.00,420.00,157.50,01/01/2026
925624,STRAIGHT BOURBON WHISKIES,HA BARRELL BCS GOLD LABEL DOVETAIL,305,MHW LTD,750,3,1,0,120,12/01/2023,736040005773,10083664874139,149.50,448.50,224.25,01/01/2026
925514,STRAIGHT BOURBON WHISKIES,ARTISAN GRAIN LIMITED BOURBON,659,"BUCKTOWN DISTILLING CO., LLC / ARTISAN GRAIN DISTILLERY",750,6,1,6,86,08/01/2021,158932454535,10088004015142,6.15,36.90,9.23,01/01/2026
925628,TEMPORARY & SPECIALTY PACKAGES,HA REDWOOD EMPIRE FOGGY BURL SINGLE MALT AMERICAN WHISKEY,926,"GRATON SPIRITS COMPANY, LLC / PURPLE BRANDS",750,6,1,7,94,02/01/2024,851718000796,10083664874139,50.00,300.00,75.00,01/01/2026
925630,BOTTLED IN BOND BOURBON,BLOODY BUTCHER BOURBON DISCO,368,PARK STREET IMPORTS,750,6,1,0,113,01/01/2024,860004139492,10083664874139,49.00,294.00,73.50,01/01/2026
925642,STRAIGHT BOURBON WHISKIES,HA REDWOOD EMPIRE SCREAMING TITAN,926,"GRATON SPIRITS COMPANY, LLC / PURPLE BRANDS",750,6,1,5,96,06/01/2024,851718000819,10083664874139,45.00,270.00,67.50,01/01/2026
925629,TEMPORARY & SPECIALTY PACKAGES,HA REDWOOD EMPIRE DEVILS TOWER HIGH RYE BOURBON,926,"GRATON SPIRITS COMPANY, LLC / PURPLE BRANDS",750,6,1,7,99,03/01/2024,851718000789,10083664874139,50.00,300.00,75.00,01/01/2026
925651,STRAIGHT BOURBON WHISKIES,SIR WINSTON WHEATED BOURBON,578,S&B FARMS DISTILLERY,750,6,1,0,83,01/01/2026,856750008311,10083664874139,22.23,133.38,33.35,01/01/2026
925656,BLENDED WHISKIES,HA REDWOOD EMPIRE LOST MONARCH CASK STRENGTH,926,"GRATON SPIRITS COMPANY, LLC / PURPLE BRANDS",750,6,1,3,116,06/01/2024,851718000543,10083664874139,40.67,244.02,61.01,01/01/2026
925661,WHISKEY LIQUEUR,CHICKEN COCK RESERVE CASK GG BUY THE BARREL,368,PARK STREET IMPORTS,750,6,1,0,92,06/01/2024,810020890594,10083664874139,69.33,415.98,104.00,01/01/2026
925675,BOTTLED IN BOND BOURBON,IRISH RED,566,"FOUNDRY DISTILLING COMPANY, LLC",750,6,1,4,100,05/01/2024,850826008656,10083664874139,30.33,181.98,45.50,01/01/2026
925694,BLENDED WHISKIES,CM OBTAINIUM 9YR BOURBON WHISKEY BUY THE BARREL,525,CATS EYE DISTILLERY,750,6,1,9,120,06/01/2024,855810007523,10083664874139,37.00,222.00,55.50,01/01/2026
925703,STRAIGHT BOURBON WHISKIES,DUNAMIS INTERSTELLAR BOURBON,853,DUNAMIS PREMIUM SPIRITS LLC,750,6,1,5,90,08/01/2024,20357122682,10083664874139,33.16,198.96,49.74,01/01/2026
925724,STRAIGHT BOURBON WHISKIES,HA PARKERS HERITAGE COLLECTION 18TH EDITION,259,HEAVEN HILL BRANDS,750,3,1,14,107,09/01/2024,96749005468,10083664874139,85.00,255.00,127.50,01/01/2026
925725,AMERICAN DISTILLED SPIRITS SPECIALTY,WYATT EARP BARRELL PROOF,100,AIKO IMPORTERS INC,750,6,1,0,124,10/01/2024,790008809339,10083664874139,53.50,321.00,80.25,01/01/2026
925728,AMERICAN DISTILLED SPIRITS SPECIALTY,WYATT EARP SMALL BATCH,100,AIKO IMPORTERS INC,750,6,1,0,96,10/01/2024,790008809346,10083664874139,40.56,243.36,60.84,01/01/2026
925733,BLENDED WHISKIES,HA WESTWARD 2 TOWNS CIDER CASK FINISH,368,PARK STREET IMPORTS,750,6,1,0,100,12/01/2024,850053174032,10083664874139,49.99,299.94,74.99,01/01/2026
925736,STRAIGHT BOURBON WHISKIES,HA HEAVEN HILL HERITAGE COLLECTION 19 YEAR WHEAT WHISKEY,259,HEAVEN HILL BRANDS,750,3,1,19,100,03/01/2025,96749005598,10083664874139,150.00,450.00,225.00,01/01/2026
925737,SINGLE MALT SCOTCH,WESTLAND GARRYANA 9 DISCO,389,REMY COINTREAU USA INC,700,6,1,0,100,01/01/2025,850004266014,10083664874139,79.95,479.70,119.93,01/01/2026
925752,STRAIGHT BOURBON WHISKIES,HIGH WEST BARREL SELECT BOURBON WHISKEYS FINISHED IN OLOROSO,115,CONSTELLATION BRANDS INC,750,6,1,0,100,03/01/2025,86003267527,10083664874139,35.00,210.00,52.50,01/01/2026
925757,STRAIGHT RYE WHISKIES,NEW RIFF SINGLE BARREL RYE,874,NEW RIFF DISTILLING,750,6,1,4,110,03/01/2025,856302005270,10083664874139,24.99,149.94,37.49,01/01/2026
925652,IOWA SPIRITS MANUFACTURERS,GREEN FROG DISTILLERY PEAR FLAVORED WHISKEY,549,"GREEN FROG DISTILLERY, LLC",750,6,1,1,70,06/01/2025,853938008125,10083664874139,20.00,120.00,30.00,01/01/2026
925759,IOWA SPIRITS MANUFACTURERS,CENTURY FARMS UNAGED HIGH PROOF CORN WHISKEY,594,"AMERICAN HERITAGE DISTILLERS, LLC / CENTURY FARMS DISTILLERY",750,6,1,0,92,10/01/2025,850036337256,10083664874139,11.50,69.00,17.25,01/01/2026
925767,SINGLE BARREL BOURBON WHISKIES,YELLOWSTONE HAND PICKED AMERICAN SINGLE MALT 116P BUY THE BA,434,LUXCO INC,750,6,1,0,116,11/01/2024,88352141602,10083664874139,35.00,210.00,52.50,01/01/2026
925768,SINGLE BARREL BOURBON WHISKIES,YELLOWSTONE HAND PICKED AMERICAN SINGLE MALT 110P BUY THE BA,434,LUXCO INC,750,6,1,0,110,11/01/2024,88352141596,10083664874139,35.00,210.00,52.50,01/01/2026
925769,SINGLE BARREL BOURBON WHISKIES,YELLOWSTONE HAND PICKED AMERICAN SINGLE MALT 106P BUY THE BA,434,LUXCO INC,750,6,1,0,106,11/01/2024,88352140674,10083664874139,35.00,210.00,52.50,01/01/2026
925774,CORN WHISKIES,HARMONY SPIRITS BOURBON WHISKEY USE CODE 25774,945,HARMONY SPIRITS LLC,750,6,1,1,80,07/01/2024,860001101133,10083664874139,22.70,136.20,34.05,01/01/2026
925775,CORN WHISKIES,HARMONY SPIRITS WHISKEY,945,HARMONY SPIRITS LLC,750,6,1,0,80,07/01/2024,860001101188,10083664874139,21.50,129.00,32.25,01/01/2026
925776,CORN WHISKIES,HARMONY SPIRITS BARREL STRENGTH BOURBON WHISKEY USE 25776,945,HARMONY SPIRITS LLC,750,6,1,2,115,07/01/2024,51497184520,10083664874139,27.50,165.00,41.25,01/01/2026
925777,AMERICAN DISTILLED SPIRITS SPECIALTY,MOUNTAIN LEGACY CORN WHISKEY,481,SUGARLANDS DISTILLING COMPANY LLC,750,6,1,0,120,04/01/2024,811559020773,10083664874139,12.80,76.80,19.20,01/01/2026
925766,IOWA SPIRITS MANUFACTURERS,REVELTON HONEY WHISKEY MINI PET,654,REVELTON DISTILLING COMPANY,50,6,12,3,75,11/01/2025,810043692052,10083664874139,12.00,72.00,18.00,01/01/2026
925792,SINGLE BARREL BOURBON WHISKIES,TIP THE COW,566,"FOUNDRY DISTILLING COMPANY, LLC",750,6,1,4,80,02/01/2024,850826008540,10083664874139,30.33,181.98,45.50,01/01/2026
925793,SINGLE BARREL BOURBON WHISKIES,HOME BAKED WHISKEY BUY THE BARREL,566,"FOUNDRY DISTILLING COMPANY, LLC",750,6,1,4,90,02/01/2024,850826008564,10083664874139,30.33,181.98,45.50,01/01/2026
925825,STRAIGHT RYE WHISKIES,HA WHISTLEPIG THE BOSS HOG XI: THE JUGGERNAUT,214,GOAMERICAGO BEVERAGES LLC / WHISTLEPIG,750,3,1,0,106,07/01/2024,810080551732,10083664874139,300.00,900.00,450.00,01/01/2026
925832,STRAIGHT RYE WHISKIES,RIEGERS BOTTLED IN BOND RYE DISCO,564,JACOB RIEGER & COMPANY LLC,750,6,1,6,100,06/01/2024,787790957225,10083664874139,31.99,191.94,47.99,01/01/2026
925833,STRAIGHT RYE WHISKIES,HA HEAVEN HILL GRAIN TO GLASS RYE WHISKEY,259,HEAVEN HILL BRANDS,700,6,1,6,123,07/01/2024,96749004867,10083664874139,50.00,300.00,75.00,01/01/2026
925844,BLENDED WHISKIES,STARLIGHT DISTILLERY INDIANA STRAIGHT WHEAT WHISKEY BUY THE,963,"HUBER ORCHARDS, INC.",750,6,1,7,110,07/01/2024,643390086225,10083664874139,32.50,195.00,48.75,01/01/2026
925845,SINGLE BARREL BOURBON WHISKIES,STARLIGHT DISTILLERY FRENCH OAK DOUBLE OAKED BOURBON WHISKEY,963,"HUBER ORCHARDS, INC.",750,6,1,5,110,07/01/2024,643390068221,10083664874139,34.00,204.00,51.00,01/01/2026
925848,STRAIGHT BOURBON WHISKIES,DRIFTLESS GLEN AMERICAN SINGLE MALT,232,DRIFTLESS GLEN DISTILLERY,750,6,1,5,100,06/01/2024,858481005416,10083664874139,40.00,240.00,60.00,01/01/2026
925815,IOWA SPIRITS MANUFACTURERS,DEFIANCE BUY THE BARREL,566,"FOUNDRY DISTILLING COMPANY, LLC",750,12,1,6,80,07/01/2024,85082600850,10083664874139,8.17,98.04,12.26,01/01/2026
925860,SINGLE BARREL BOURBON WHISKIES,STARLIGHT DISTILLERY AMERICAN OAK DOUBLE OAKED BOURBON WHISK,963,"HUBER ORCHARDS, INC.",750,6,1,4,110,02/01/2025,643390067224,10083664874139,34.00,204.00,51.00,01/01/2026
925861,SINGLE BARREL BOURBON WHISKIES,STARLIGHT DISTILLERY HUNGARIAN OAK DOUBLE OAKED BOURBON WHIS,963,"HUBER ORCHARDS, INC.",750,6,1,4,110,02/01/2025,643390209228,10083664874139,34.00,204.00,51.00,01/01/2026
925849,STRAIGHT BOURBON WHISKIES,FOUNDRY WHISKEY CABERNET CASK FINISHED,566,"FOUNDRY DISTILLING COMPANY, LLC",750,12,1,6,80,07/01/2024,850826008878,10083664874139,15.00,180.00,22.50,01/01/2026
925884,IOWA SPIRITS MANUFACTURERS,QUINTESSENTIAL SINGLE CASK SERIES PEATED SAUTERNES,125,CEDAR RIDGE VINEYARDS LL,750,6,1,0,123,02/01/2026,850029721437,10083664874139,35.00,210.00,52.50,01/01/2026
925885,IOWA SPIRITS MANUFACTURERS,QUINTESSENTIAL SINGLE CASK SERIES TOKAJI,125,CEDAR RIDGE VINEYARDS LL,750,6,1,0,117,02/01/2026,850029721444,10083664874139,35.00,210.00,52.50,01/01/2026
