"id","url","cat","titre","prix","pays","region","sousregion","appellation","designation","classification","producteur","couleur","alcool","sucre","datetime"
"6486","http://www.saq.com/page/fr/saqcom/vin-rouge/chateau-de-la-tour-clos-de-vougeot-grand-cru-2008/12403106","vin-rouge","Château de la Tour Clos de Vougeot Grand Cru 2008","171","France","Bourgogne","Côte de Nuits",,"Appellation origine controlée (AOC)","Grand cru","J. Labet & N. Déchelette","Rouge","13 %",,"0000-00-00 00:00:00"
"6487","http://www.saq.com/page/fr/saqcom/vin-rouge/chateau-de-la-tour-clos-de-vougeot-grand-cru-2009/11661411","vin-rouge","Château de la Tour Clos de Vougeot Grand Cru 2009","181","France","Bourgogne","Côte de Nuits",,"Appellation origine controlée (AOC)","Grand cru","J. Labet & N. Déchelette","Rouge","13 %",,"0000-00-00 00:00:00"
"6488","http://www.saq.com/page/fr/saqcom/vin-rouge/chateau-de-la-tour-clos-de-vougeot-grand-cru-vieilles-vignes-2008/12403114","vin-rouge","Château de la Tour Clos de Vougeot Grand Cru Vieilles Vignes 2008","266","France","Bourgogne","Côte de Nuits",,"Appellation origine controlée (AOC)","Grand cru","J. Labet & N. Déchelette","Rouge","13 %",,"0000-00-00 00:00:00"
"6489","http://www.saq.com/page/fr/saqcom/vin-rouge/chateau-de-la-tour-clos-de-vougeot-grand-cru-vieilles-vignes-2012/12403034","vin-rouge","Château de la Tour Clos de Vougeot Grand Cru Vieilles Vignes 2012","290.25","France","Bourgogne","Côte de Nuits",,"Appellation origine controlée (AOC)","Grand cru","J. Labet & N. Déchelette","Rouge","13,5 %",,"0000-00-00 00:00:00"
"6490","http://www.saq.com/page/fr/saqcom/vin-rouge/chateau-de-la-vieille-tour-2010/858167","vin-rouge","Château de la Vieille Tour 2010","21","France","Bordeaux",,,"Appellation origine controlée (AOC)",,"Vignobles Boissoneau","Rouge","14 %","2.5 g/L","0000-00-00 00:00:00"
"6491","http://www.saq.com/page/fr/saqcom/vin-rouge/chateau-de-lengoust-2012/11905690","vin-rouge","Château de Lengoust 2012","16.3","France","Languedoc-Roussillon",,,"Appellation origine controlée (AOC)",,"Château de Lengoust","Rouge","13,5 %","3.0 g/L","0000-00-00 00:00:00"
"6492","http://www.saq.com/page/fr/saqcom/vin-rouge/chateau-de-lisolette-2013/966937","vin-rouge","Château de l'Isolette 2013","14.05","France","Vallée du Rhône","Rhône méridional",,"Appellation origine controlée (AOC)",,"EARL Luc Pinatel","Rouge","13,5 %","2.2 g/L","0000-00-00 00:00:00"
"6493","http://www.saq.com/page/fr/saqcom/vin-rouge/chateau-de-maison-neuve-2011/899906","vin-rouge","Château de Maison Neuve 2011","22.75","France","Bordeaux",,,"Appellation origine controlée (AOC)",,"Vignobles Coudroy","Rouge","14,5 %","3.7 g/L","0000-00-00 00:00:00"
"6494","http://www.saq.com/page/fr/saqcom/vin-rouge/chateau-de-marsannay-les-longeroies-2013/12653607","vin-rouge","Château de Marsannay Les Longeroies 2013","43.75","France","Bourgogne","Côte de Nuits",,"Appellation origine controlée (AOC)",,"SC Domaine du Château de Marsannay","Rouge","14 %","2.3 g/L","0000-00-00 00:00:00"
"6495","http://www.saq.com/page/fr/saqcom/vin-rouge/chateau-de-mercues-2009/972471","vin-rouge","Château de Mercuès 2009","25.35","France","Sud-Ouest",,,"Appellation origine controlée (AOC)",,"Georges Vigouroux","Rouge","13,5 %","2.3 g/L","0000-00-00 00:00:00"
"6496","http://www.saq.com/page/fr/saqcom/vin-rouge/chateau-de-mercues-cuvee-malbec-2009/11432597","vin-rouge","Château de Mercues Cuvée Malbec 2009","45","France","Sud-Ouest",,,"Appellation origine controlée (AOC)",,"Georges Vigouroux","Rouge","13 %",,"0000-00-00 00:00:00"
"6497","http://www.saq.com/page/fr/saqcom/vin-rouge/chateau-de-meursault-pommard-premier-cru-clos-des-epenots-2012/12592525","vin-rouge","Château de Meursault Pommard Premier Cru Clos des Epenots 2012","93","France","Bourgogne","Côte de Beaune",,"Appellation origine controlée (AOC)","1er cru","SC du Domaine du Château de Meursault","Rouge","13,5 %",,"0000-00-00 00:00:00"
"6498","http://www.saq.com/page/fr/saqcom/vin-rouge/chateau-de-meursault-volnay-premier-cru-clos-des-chenes-2012/12592568","vin-rouge","Château de Meursault Volnay Premier Cru Clos des Chênes 2012","82","France","Bourgogne","Côte de Beaune",,"Appellation origine controlée (AOC)","1er cru","SC du Domaine du Château de Meursault","Rouge","13,5 %",,"0000-00-00 00:00:00"
"6499","http://www.saq.com/page/fr/saqcom/vin-rouge/chateau-de-montfaucon-cotes-du-rhone-2012/12575215","vin-rouge","Chateau de Montfaucon Côtes du Rhône 2012","19.25","France","Vallée du Rhône","Rhône méridional",,"Appellation origine controlée (AOC)",,"Chateau de Montfaucon","Rouge","14 %","2.5 g/L","0000-00-00 00:00:00"
"6500","http://www.saq.com/page/fr/saqcom/vin-rouge/chateau-de-nages-cuvee-joseph-torres-2012/567115","vin-rouge","Château de Nages Cuvée Joseph Torrès 2012","25","France","Vallée du Rhône","Rhône méridional",,"Appellation origine controlée (AOC)",,"Michel Gassier","Rouge","14,5 %","1.8 g/L","0000-00-00 00:00:00"
"6501","http://www.saq.com/page/fr/saqcom/vin-rouge/chateau-de-nages-vieilles-vignes-2012/12268231","vin-rouge","Château de Nages Vieilles Vignes 2012","20","France","Vallée du Rhône","Rhône méridional",,"Appellation origine controlée (AOC)",,"Michel Gassier","Rouge","15 %",,"0000-00-00 00:00:00"
"6502","http://www.saq.com/page/fr/saqcom/vin-rouge/chateau-de-pampelonne-2009/608604","vin-rouge","Château de Pampelonne 2009","20.9","France","Provence",,,"Appellation origine controlée (AOC)",,"Gasquet-Pascaud Propriétaire Ramatuelle","Rouge","13,5 %","2.2 g/L","0000-00-00 00:00:00"
"6503","http://www.saq.com/page/fr/saqcom/vin-rouge/chateau-de-parsac-2010/892307","vin-rouge","Château de Parsac 2010","21.05","France","Bordeaux",,,"Appellation origine controlée (AOC)",,"SAS Château des Laurets","Rouge","13,5 %","3.1 g/L","0000-00-00 00:00:00"
"6504","http://www.saq.com/page/fr/saqcom/vin-rouge/chateau-de-pennautier/560755","vin-rouge","Château De Pennautier","15.5","France","Languedoc-Roussillon",,,"Appellation origine controlée (AOC)",,"SCEA du Château de Pennautier","Rouge","13 %",,"0000-00-00 00:00:00"
"6505","http://www.saq.com/page/fr/saqcom/vin-rouge/chateau-de-pennautier-terroirs-daltitude-2012/914416","vin-rouge","Château de Pennautier Terroirs d'Altitude 2012","18.55","France","Languedoc-Roussillon",,,"Appellation origine controlée (AOC)",,"Vignoble de Lorgeril SARL","Rouge","13,5 %",,"0000-00-00 00:00:00"
"6506","http://www.saq.com/page/fr/saqcom/vin-rouge/chateau-de-pibarnon-bandol-2011/12450148","vin-rouge","Château de Pibarnon Bandol 2011","47.5","France","Provence",,,"Appellation origine controlée (AOC)",,"Château de Pibarnon","Rouge","14 %","3.3 g/L","0000-00-00 00:00:00"
"6507","http://www.saq.com/page/fr/saqcom/vin-rouge/chateau-de-pierreux-2013/10754421","vin-rouge","Château De Pierreux 2013","21.1","France","Beaujolais",,,"Appellation origine controlée (AOC)",,"Château de Pierreux","Rouge","13 %","2.2 g/L","0000-00-00 00:00:00"
"6508","http://www.saq.com/page/fr/saqcom/vin-rouge/chateau-de-pizay-morgon/719393","vin-rouge","Château de Pizay Morgon","19.55","France","Beaujolais",,,"Appellation origine controlée (AOC)",,"SCEA Domaine Château de Pizay","Rouge","13 %","2.1 g/L","0000-00-00 00:00:00"
"6509","http://www.saq.com/page/fr/saqcom/vin-rouge/chateau-de-pizay-regnie-2013/700484","vin-rouge","Château de Pizay Régnié 2013","18.3","France","Beaujolais",,,"Appellation origine controlée (AOC)",,"SCEA Domaine Château de Pizay","Rouge","13 %","2.5 g/L","0000-00-00 00:00:00"
"6510","http://www.saq.com/page/fr/saqcom/vin-rouge/chateau-de-puligny-montrachet-nuits-sain-2009/12167609","vin-rouge","Château de Puligny-Montrachet Nuits-Sain 2009","82","France","Bourgogne","Côte de Nuits",,"Appellation origine controlée (AOC)","1er cru","Château de Puligny Montrachet","Rouge","13 %",,"0000-00-00 00:00:00"
"6511","http://www.saq.com/page/fr/saqcom/vin-rouge/chateau-de-reignac-2011/12034304","vin-rouge","Château de Reignac 2011","26.65","France","Bordeaux",,,"Appellation origine controlée (AOC)",,"SARL du Château de Reignac","Rouge","14 %","2.3 g/L","0000-00-00 00:00:00"
"6512","http://www.saq.com/page/fr/saqcom/vin-rouge/chateau-de-ricaud-2011/11556901","vin-rouge","Château De Ricaud 2011","20.95","France","Bordeaux",,,"Appellation origine controlée (AOC)",,"Château de Ricaud","Rouge","13,5 %","3.0 g/L","0000-00-00 00:00:00"
"6513","http://www.saq.com/page/fr/saqcom/vin-rouge/chateau-de-rochemorin-2010/11984295","vin-rouge","Château de Rochemorin 2010","30","France","Bordeaux",,,"Appellation origine controlée (AOC)",,"André Lurton","Rouge","13,5 %","1.7 g/L","0000-00-00 00:00:00"
"6514","http://www.saq.com/page/fr/saqcom/vin-rouge/chateau-de-rouillac-pessac-leognan-2009/12224669","vin-rouge","Château de Rouillac Pessac-Léognan 2009","49.5","France","Bordeaux",,,"Appellation origine controlée (AOC)",,"Château de Rouillac","Rouge","13,5 %","2.7 g/L","0000-00-00 00:00:00"
"6515","http://www.saq.com/page/fr/saqcom/vin-rouge/chateau-des-adouzes-faugeres-2011/917930","vin-rouge","Château des Adouzes Faugères 2011","19.85","France","Languedoc-Roussillon",,,"Appellation origine controlée (AOC)",,"SARL Estève et fils","Rouge","13 %","2.5 g/L","0000-00-00 00:00:00"
"6516","http://www.saq.com/page/fr/saqcom/vin-rouge/chateau-de-saint-cosme-2013/11194082","vin-rouge","Château de Saint Cosme 2013","40.25","France","Vallée du Rhône","Rhône méridional",,"Appellation origine controlée (AOC)",,"Louis et Cherry Barruol","Rouge","14,5 %",,"0000-00-00 00:00:00"
"6517","http://www.saq.com/page/fr/saqcom/vin-rouge/chateau-de-saint-cosme-2013/11848234","vin-rouge","Château de Saint Cosme 2013","31","France","Vallée du Rhône","Rhône septentrional",,"Appellation origine controlée (AOC)",,"Louis et Cherry Barruol","Rouge","13 %",,"0000-00-00 00:00:00"
"6518","http://www.saq.com/page/fr/saqcom/vin-rouge/chateau-de-saint-cosme-2013/12018822","vin-rouge","Château de Saint Cosme 2013","68","France","Vallée du Rhône","Rhône septentrional",,"Appellation origine controlée (AOC)",,"Louis et Cherry Barruol","Rouge","13 %",,"0000-00-00 00:00:00"
"6519","http://www.saq.com/page/fr/saqcom/vin-rouge/chateau-de-saint-cosme-cotes-du-rhone-2014/11455342","vin-rouge","Château de Saint Cosme Côtes du Rhône 2014","18.4","France","Vallée du Rhône","Rhône méridional",,"Appellation origine controlée (AOC)",,"Louis et Cherry Barruol","Rouge","14 %",,"0000-00-00 00:00:00"
"6520","http://www.saq.com/page/fr/saqcom/vin-rouge/chateau-de-saint-cosme-hominis-fides-gigondas-2013/12631571","vin-rouge","Château de Saint Cosme Hominis Fides Gigondas 2013","99","France","Vallée du Rhône","Rhône méridional",,"Appellation origine controlée (AOC)",,"Louis et Cherry Barruol","Rouge","14,5 %",,"0000-00-00 00:00:00"
"6521","http://www.saq.com/page/fr/saqcom/vin-rouge/chateau-de-saint-cosme-le-claux-gigondas-2013/12631580","vin-rouge","Château de Saint Cosme Le Claux Gigondas 2013","99","France","Vallée du Rhône","Rhône méridional",,"Appellation origine controlée (AOC)",,"Louis et Cherry Barruol","Rouge","14,5 %",,"0000-00-00 00:00:00"
"6522","http://www.saq.com/page/fr/saqcom/vin-rouge/chateau-de-sales-2009/12266228","vin-rouge","Château de Sales 2009","52","France","Bordeaux",,,"Appellation origine controlée (AOC)",,"Les Héritiers A. de Laage","Rouge","13,5 %","1.8 g/L","0000-00-00 00:00:00"
"6523","http://www.saq.com/page/fr/saqcom/vin-rouge/chateau-des-chaberts-cuvee-prestige-2011/11556397","vin-rouge","Château des Chaberts Cuvée Prestige 2011","18.7","France","Provence",,,"Appellation origine controlée (AOC)",,"Chateau des Chaberts","Rouge","14 %","4.2 g/L","0000-00-00 00:00:00"
"6524","http://www.saq.com/page/fr/saqcom/vin-rouge/chateau-des-charmes-pinot-noir-2011/10745495","vin-rouge","Château des Charmes Pinot Noir 2011","17","Canada","Ontario","Péninsule du Niagara",,"Vintners quality alliance (VQA)",,"Château des Charmes Wines","Rouge","13 %","1.8 g/L","0000-00-00 00:00:00"
"6525","http://www.saq.com/page/fr/saqcom/vin-rouge/chateau-descurac-2010/11609559","vin-rouge","Château d'Escurac 2010","26.15","France","Bordeaux",,,"Appellation origine controlée (AOC)","Cru bourgeois","SCFED Landureau","Rouge","14,5 %","2.7 g/L","0000-00-00 00:00:00"
"6526","http://www.saq.com/page/fr/saqcom/vin-rouge/chateau-descurac-2011/11874483","vin-rouge","Château d'Escurac 2011","26.45","France","Bordeaux",,,"Appellation origine controlée (AOC)","Cru bourgeois","SCFED Landureau","Rouge","13 %","2.7 g/L","0000-00-00 00:00:00"
"6527","http://www.saq.com/page/fr/saqcom/vin-rouge/chateau-des-demoiselles-2013/12108385","vin-rouge","Château des demoiselles 2013","24.95","France","Provence",,,"Appellation origine controlée (AOC)",,"SCEA Château Sainte Roseline","Rouge","14 %","2.7 g/L","0000-00-00 00:00:00"
"6528","http://www.saq.com/page/fr/saqcom/vin-rouge/chateau-de-seguin-cuvee-prestige-2013/10258486","vin-rouge","Château de Séguin Cuvée Prestige 2013","23.4","France","Bordeaux",,,"Appellation origine controlée (AOC)",,"Erling Garl & Fils","Rouge","13,5 %",,"0000-00-00 00:00:00"
"6529","http://www.saq.com/page/fr/saqcom/vin-rouge/chateau-de-serame-corbieres-2010/10507121","vin-rouge","Château de Sérame Corbières 2010","19","France","Languedoc-Roussillon",,,"Appellation origine controlée (AOC)",,"S.A.S. Château de Sérame","Rouge","12 %",,"0000-00-00 00:00:00"
"6530","http://www.saq.com/page/fr/saqcom/vin-rouge/chateau-des-erles-cuvee-des-ardoises-fitou-2010/11367502","vin-rouge","Château des Erles Cuvée des Ardoises Fitou 2010","19.75","France","Languedoc-Roussillon",,,"Appellation origine controlée (AOC)",,"F. Lurton","Rouge","13,5 %","2.4 g/L","0000-00-00 00:00:00"
"6531","http://www.saq.com/page/fr/saqcom/vin-rouge/chateau-des-estanilles-2013/10272755","vin-rouge","Château Des Estanilles 2013","18.15","France","Languedoc-Roussillon",,,"Appellation origine controlée (AOC)",,"Chateaux des Estanilles","Rouge","14 %","2.4 g/L","0000-00-00 00:00:00"
"6532","http://www.saq.com/page/fr/saqcom/vin-rouge/chateau-des-gravieres-2011/919233","vin-rouge","Château des Gravières 2011","21.2","France","Bordeaux",,,"Appellation origine controlée (AOC)",,"Thierry et Denis Labuzan","Rouge","13 %","3.2 g/L","0000-00-00 00:00:00"
"6533","http://www.saq.com/page/fr/saqcom/vin-rouge/chateau-des-jacques-morgon-cote-du-py-2012/11589851","vin-rouge","Château des Jacques Morgon Côte du Py 2012","38.5","France","Beaujolais",,,"Appellation origine controlée (AOC)",,"Louis Jadot","Rouge","13 %","2.4 g/L","0000-00-00 00:00:00"
"6534","http://www.saq.com/page/fr/saqcom/vin-rouge/chateau-des-jacques-moulin-a-vent-2011/11451915","vin-rouge","Château des Jacques Moulin-à-Vent 2011","29.1","France","Beaujolais",,,"Appellation origine controlée (AOC)",,"Louis Jadot","Rouge","13 %","2.0 g/L","0000-00-00 00:00:00"
"6535","http://www.saq.com/page/fr/saqcom/vin-rouge/chateau-des-jean-loron-les-gandelins-2011/11618199","vin-rouge","Château Des Jean-Loron Les Gandelins 2011","21","France","Beaujolais",,,"Appellation origine controlée (AOC)",,"Château des Jean-Loron","Rouge","13 %","2.3 g/L","0000-00-00 00:00:00"
"6536","http://www.saq.com/page/fr/saqcom/vin-rouge/chateau-des-laurets/371401","vin-rouge","Château des Laurets","20.5","France","Bordeaux",,,"Appellation origine controlée (AOC)",,"SCE des Laurets Malengin","Rouge","13,5 %","2.8 g/L","0000-00-00 00:00:00"
"6537","http://www.saq.com/page/fr/saqcom/vin-rouge/chateau-des-seigneurs-de-pommyers-2010/892695","vin-rouge","Château des Seigneurs de Pommyers 2010","21.9","France","Bordeaux",,,"Appellation origine controlée (AOC)",,"M. Piva","Rouge","13,5 %","2.4 g/L","0000-00-00 00:00:00"
"6538","http://www.saq.com/page/fr/saqcom/vin-rouge/chateau-destieux-saint-emilion-grand-cru-2004/850685","vin-rouge","Château Destieux Saint-Émilion Grand Cru 2004","76.5","France","Bordeaux",,,"Appellation origine controlée (AOC)",,"MM. Dauriac","Rouge","14 %","1.9 g/L","0000-00-00 00:00:00"
"6539","http://www.saq.com/page/fr/saqcom/vin-rouge/chateau-des-tourelles/387035","vin-rouge","Château Des Tourelles","14.05","France","Vallée du Rhône","Rhône méridional",,"Appellation origine controlée (AOC)",,"GFA de Forton","Rouge","14 %","2.6 g/L","0000-00-00 00:00:00"
"6540","http://www.saq.com/page/fr/saqcom/vin-rouge/chateau-des-tourelles-la-cour-glycines-2011/919225","vin-rouge","Château Des Tourelles La Cour Glycines 2011","18.65","France","Vallée du Rhône","Rhône méridional",,"Appellation origine controlée (AOC)",,"GFA de Forton","Rouge","14 %","3.1 g/L","0000-00-00 00:00:00"
"6541","http://www.saq.com/page/fr/saqcom/vin-rouge/chateau-des-tours-reserve-2008/12823291","vin-rouge","Château des Tours Réserve 2008","68","France","Vallée du Rhône","Rhône méridional",,"Appellation origine controlée (AOC)",,"Château des Tours","Rouge","14 %",,"0000-00-00 00:00:00"
"6542","http://www.saq.com/page/fr/saqcom/vin-rouge/chateau-des-tourtes-2012/889899","vin-rouge","Château Des Tourtes 2012","16.95","France","Bordeaux",,,"Appellation origine controlée (AOC)",,"EARL Raguenot-Lallez-Miller","Rouge","14 %","3.2 g/L","0000-00-00 00:00:00"
"6543","http://www.saq.com/page/fr/saqcom/vin-rouge/chateau-des-tuileries-2014/387027","vin-rouge","Château des Tuileries 2014","14.15","France","Bordeaux",,,"Appellation origine controlée (AOC)",,"A. de Luze & Fils","Rouge","13 %","2.5 g/L","0000-00-00 00:00:00"
"6544","http://www.saq.com/page/fr/saqcom/vin-rouge/chateau-de-valcombe-cuvee-grand-valcombe-costieres-de-nimes-syrah-grenache/11767987","vin-rouge","Château de Valcombe Cuvée Grand Valcombe Costières de Nîmes Syrah-Grenache","13.25","France","Vallée du Rhône","Rhône méridional",,"Appellation origine controlée (AOC)",,"EARL Vignobles Dominique Ricome","Rouge","14 %","2.7 g/L","0000-00-00 00:00:00"
"6545","http://www.saq.com/page/fr/saqcom/vin-rouge/chateau-de-valcombe-prestige-2014/11253821","vin-rouge","Château de Valcombe Prestige 2014","15.15","France","Vallée du Rhône","Rhône méridional",,"Appellation origine controlée (AOC)",,"EARL Vignobles Dominique Ricome","Rouge","14 %",,"0000-00-00 00:00:00"
"6546","http://www.saq.com/page/fr/saqcom/vin-rouge/chateau-de-vaudieu-amiral-g-chateauneuf-du-pape-2012/12102506","vin-rouge","Château de Vaudieu Amiral G Châteauneuf-du-Pape 2012","115","France","Vallée du Rhône","Rhône méridional",,"Appellation origine controlée (AOC)",,"GFA Château de Vaudieu","Rouge","15 %",,"0000-00-00 00:00:00"
"6547","http://www.saq.com/page/fr/saqcom/vin-rouge/chateau-de-vaurenard-baron-de-richemont-beaujolais-2010/12100050","vin-rouge","Château de Vaurenard Baron de Richemont Beaujolais 2010","21.35","France","Beaujolais",,,"Appellation origine controlée (AOC)",,"Ghislain de Longevialle","Rouge","12,5 %","<1.2 g/L","0000-00-00 00:00:00"
"6548","http://www.saq.com/page/fr/saqcom/vin-rouge/chateau-de-vaurenard-beaujolais-superieur-quintessence-2005/12100017","vin-rouge","Château de Vaurenard Beaujolais Supérieur Quintessence 2005","26","France","Beaujolais",,,"Appellation origine controlée (AOC)",,"Ghislain de Longevialle","Rouge","12,5 %","1.4 g/L","0000-00-00 00:00:00"
"6549","http://www.saq.com/page/fr/saqcom/vin-rouge/chateau-de-villegeorge-2011/11875101","vin-rouge","Château de Villegeorge 2011","25.95","France","Bordeaux",,,"Appellation origine controlée (AOC)","Cru bourgeois","M.L. Lurton","Rouge","13 %","2.4 g/L","0000-00-00 00:00:00"
"6550","http://www.saq.com/page/fr/saqcom/vin-rouge/chateau-de-villegeorge-2012/12137215","vin-rouge","Château de Villegeorge 2012","24.05","France","Bordeaux",,,"Appellation origine controlée (AOC)","Cru bourgeois","M.L. Lurton","Rouge","13 %",,"0000-00-00 00:00:00"
"6551","http://www.saq.com/page/fr/saqcom/vin-rouge/chateau-de-villegeorge-cru-bourgeois-2010/11571589","vin-rouge","Château de Villegeorge cru bourgeois 2010","24.75","France","Bordeaux",,,"Appellation origine controlée (AOC)","Cru bourgeois","M.L. Lurton","Rouge","13 %","2.2 g/L","0000-00-00 00:00:00"
"6552","http://www.saq.com/page/fr/saqcom/vin-rouge/chateau-de-villenenuve-le-grand-clos-2010/11754262","vin-rouge","Château de Villenenuve Le Grand Clos 2010","38.75","France","Vallée de la Loire","Anjou et Saumur",,"Appellation origine controlée (AOC)",,"Château de Villeneuve","Rouge","13 %","1.7 g/L","0000-00-00 00:00:00"
"6553","http://www.saq.com/page/fr/saqcom/vin-rouge/chateau-de-villeneuve-saumur-champigny-2013/10918958","vin-rouge","Château de Villeneuve Saumur-Champigny 2013","19.65","France","Vallée de la Loire","Anjou et Saumur",,"Appellation origine controlée (AOC)",,"SCA Chevallier","Rouge","13,5 %","2.1 g/L","0000-00-00 00:00:00"
"6554","http://www.saq.com/page/fr/saqcom/vin-rouge/chateau-dissan-2010/11609268","vin-rouge","Château D'Issan 2010","126","France","Bordeaux",,,"Appellation origine controlée (AOC)","3e cru classé","SC du Château d'Issan GFA","Rouge","13 %","1.6 g/L","0000-00-00 00:00:00"
"6555","http://www.saq.com/page/fr/saqcom/vin-rouge/chateau-dissan-2010/12341427","vin-rouge","Château d'Issan 2010","534.5","France","Bordeaux",,,"Appellation origine controlée (AOC)","3e cru classé","SC du Château d'Issan GFA","Rouge","13,5 %","1.7 g/L","0000-00-00 00:00:00"
"6556","http://www.saq.com/page/fr/saqcom/vin-rouge/chateau-dissan-2010/12341591","vin-rouge","Château d'Issan 2010","126","France","Bordeaux",,,"Appellation origine controlée (AOC)","3e cru classé","SC du Château d'Issan GFA","Rouge","13,5 %","1.7 g/L","0000-00-00 00:00:00"
"6557","http://www.saq.com/page/fr/saqcom/vin-rouge/chateau-dissan-2010-2010/12209872","vin-rouge","Château d'Issan 2010 2010","126.5","France","Bordeaux",,,"Appellation origine controlée (AOC)","3e cru classé","SC du Château d'Issan GFA","Rouge","13,5 %","1.7 g/L","0000-00-00 00:00:00"
"6558","http://www.saq.com/page/fr/saqcom/vin-rouge/chateau-domeyne-2010/11609284","vin-rouge","Château Domeyne 2010","31.75","France","Bordeaux",,,"Appellation origine controlée (AOC)","Cru bourgeois","M.L. Lurton","Rouge","13 %","2.8 g/L","0000-00-00 00:00:00"
"6559","http://www.saq.com/page/fr/saqcom/vin-rouge/chateau-doms-cuvee-amelie-2010/12246518","vin-rouge","Château Doms Cuvée Amélie 2010","24.95","France","Bordeaux",,,"Appellation origine controlée (AOC)",,"Château Doms","Rouge","13,5 %","3.0 g/L","0000-00-00 00:00:00"
"6560","http://www.saq.com/page/fr/saqcom/vin-rouge/chateau-dona-baissas-2010/966135","vin-rouge","Château Dona Baissas 2010","19.45","France","Languedoc-Roussillon",,,"Appellation origine controlée (AOC)",,"SC Cellier de La Dona","Rouge","14 %","2.4 g/L","0000-00-00 00:00:00"
"6561","http://www.saq.com/page/fr/saqcom/vin-rouge/chateau-doupia-les-barons-2011/12423959","vin-rouge","Château d'Oupia Les Barons 2011","20.6","France","Languedoc-Roussillon",,,"Appellation origine controlée (AOC)",,"Château d'Oupia","Rouge","13,5 %","3.1 g/L","0000-00-00 00:00:00"
"6562","http://www.saq.com/page/fr/saqcom/vin-rouge/chateau-du-bois-chantant-cuvee-laurence-h/11133765","vin-rouge","Château du Bois Chantant Cuvée Laurence H","19.25","France","Bordeaux",,,"Appellation origine controlée (AOC)",,"Grands Chais de France","Rouge","12,5 %","2.7 g/L","0000-00-00 00:00:00"
"6563","http://www.saq.com/page/fr/saqcom/vin-rouge/chateau-du-cedre-cahors-2011/972463","vin-rouge","Château du Cèdre Cahors 2011","24.25","France","Sud-Ouest",,,"Appellation origine controlée (AOC)",,"Verhaeghe et Fils","Rouge","13 %","2.5 g/L","0000-00-00 00:00:00"
"6564","http://www.saq.com/page/fr/saqcom/vin-rouge/chateau-du-cedre-gc-2006/10675010","vin-rouge","Château Du Cèdre GC 2006","98.25","France","Sud-Ouest",,,"Appellation origine controlée (AOC)",,"Verhaeghe et Fils","Rouge","13,5 %",,"0000-00-00 00:00:00"
"6565","http://www.saq.com/page/fr/saqcom/vin-rouge/chateau-ducru-beaucaillou-1999/11405556","vin-rouge","Château Ducru-Beaucaillou 1999","445","France","Bordeaux",,,"Appellation origine controlée (AOC)","2e cru classé","Jean-Eugène Borie","Rouge","13 %",,"0000-00-00 00:00:00"
"6566","http://www.saq.com/page/fr/saqcom/vin-rouge/chateau-ducru-beaucaillou-2000/11219260","vin-rouge","Château Ducru-Beaucaillou 2000","395","France","Bordeaux",,,"Appellation origine controlée (AOC)","2e cru classé","Jean-Eugène Borie","Rouge","13 %",,"0000-00-00 00:00:00"
"6567","http://www.saq.com/page/fr/saqcom/vin-rouge/chateau-ducru-beaucaillou-2006/10860055","vin-rouge","Château Ducru-Beaucaillou 2006","249","France","Bordeaux",,,"Appellation origine controlée (AOC)","2e cru classé","Jean-Eugène Borie","Rouge","13 %",,"0000-00-00 00:00:00"
"6568","http://www.saq.com/page/fr/saqcom/vin-rouge/chateau-ducru-beaucaillou-2010/11612951","vin-rouge","Château Ducru-Beaucaillou 2010","745","France","Bordeaux",,,"Appellation origine controlée (AOC)","2e cru classé","Jean-Eugène Borie","Rouge","13 %",,"0000-00-00 00:00:00"
"6569","http://www.saq.com/page/fr/saqcom/vin-rouge/chateau-ducru-beaucaillou-grand-cru-classe-2013/12380776","vin-rouge","Château Ducru-Beaucaillou grand cru classé 2013","155","France","Bordeaux",,,"Appellation origine controlée (AOC)","2e cru classé","Jean-Eugène Borie","Rouge","13 %",,"0000-00-00 00:00:00"
"6570","http://www.saq.com/page/fr/saqcom/vin-rouge/chateau-ducru-beaucailloux-grand-cru-classe-2010/11521750","vin-rouge","Château Ducru-Beaucailloux grand cru classé 2010","375","France","Bordeaux",,,"Appellation origine controlée (AOC)","2e cru classé","Jean-Eugène Borie","Rouge","13 %",,"0000-00-00 00:00:00"
"6571","http://www.saq.com/page/fr/saqcom/vin-rouge/chateau-du-domaine-de-leglise-2010/11572194","vin-rouge","Château du Domaine de l'Église 2010","62","France","Bordeaux",,,"Appellation origine controlée (AOC)",,"Castéja","Rouge","13 %",,"0000-00-00 00:00:00"
"6572","http://www.saq.com/page/fr/saqcom/vin-rouge/chateau-du-frandat-cuvee-du-majorat-2009/11154566","vin-rouge","Château du Frandat Cuvée du Majorat 2009","21.3","France","Sud-Ouest",,,"Appellation origine controlée (AOC)",,"Patrice Sterlin","Rouge","14,5 %","2.4 g/L","0000-00-00 00:00:00"
"6573","http://www.saq.com/page/fr/saqcom/vin-rouge/chateau-du-grand-barrail-2010/10678827","vin-rouge","Château du Grand Barrail 2010","20.1","France","Bordeaux",,,"Appellation origine controlée (AOC)",,"Vignobles Denis Lafon","Rouge","14 %","3.8 g/L","0000-00-00 00:00:00"
