item_number,item_description,category,category_name,vendor_name,bottle_volume_ml,state_bottle_cost,state_bottle_retail
987406,"JOSE CUERVO PLATINO RESERVA DE LA FAMILIA",1022100,"TEQUILA","PROXIMO",750,30.00,45.00
903263,"FINLANDIA CRANBERRY VODKA",1032080,"IMPORTED VODKAS","BROWN-FORMAN CORPORATION",1000,13.84,20.76
989624,"PATRON REPOSADO",1022100,"TEQUILA","THE PATRON SPIRITS COMPANY",375,14.75,22.13
26916,"JAILERS TENNESSEE WHISKEY",1011300,"TENNESSEE WHISKIES","DUGGAN'S DISTILLERS PRODUCTS CORP",750,15.38,23.07
1996,"COURVOISIER VSOP W/2 GLASSES",1701100,"DECANTERS & SPECIALTY PACKAGES","JIM BEAM BRANDS",750,20.47,30.71
902528,"JAMESON GOLD RESERVE(LISTED)",1012300,"IRISH WHISKIES","PERNOD RICARD USA/AUSTIN NICHOLS",750,30.35,45.53
PARK STREET IMPORTS-HOUSE SPIRITS,"929120",POLK,"1041100","367",6,750,16.17
903299,"CHAPIN & GORE STR BOURBON",1011200,"STRAIGHT BOURBON WHISKIES","HEAVEN HILL BRANDS",750,4.19,6.29
42100,"ATLANTICO PLATINO",1062200,"PUERTO RICO & VIRGIN ISLANDS RUM","LAPHAM IMPORT CO",750,10.00,15.00
"WHITE ROCK DISTILLERIES," INC.",CRAWFORD,"1062300","298",CABANA BAY WILD CHERRY RUM,12,750
904657,"FRIS BLUEBERRY VODKA",1032080,"IMPORTED VODKAS","PERNOD RICARD USA/AUSTIN NICHOLS",750,5.13,7.70
989489,"KAH TEQUILA REPOSADO MINI",1022100,"TEQUILA","AVENIU BRANDS",50,5.57,8.36
902159,"FAMOUS GROUSE GOLD RESERVE DNO",1012200,"SCOTCH WHISKIES","MHW LTD",750,18.79,28.19
1958,"RHUM BARBANCOURT FIVE STAR W/2 GLASSES",1701100,"DECANTERS & SPECIALTY PACKAGES","MHW LTD",750,13.34,20.01
902879,"BOOTHS GIN - DNO",1041100,"AMERICAN DRY GINS","DIAGEO AMERICAS",750,5.00,7.50
984568,"PHILLIPS SCHNAPPS HERBAL 100",1081390,"IMPORTED SCHNAPPS","PHILLIPS BEVERAGE COMPANY",750,10.15,15.23
41956,"UV SWEET GREEN TEA VODKA",1031200,"VODKA FLAVORED","PHILLIPS BEVERAGE COMPANY",750,6.22,9.33
902749,"BEAM'S CHOICE 5YR BOURBON DNO",1011200,"STRAIGHT BOURBON WHISKIES","JIM BEAM BRANDS",1000,9.13,13.70
904118,"PINNACLE W/SHAKER HA",1701100,"DECANTERS & SPECIALTY PACKAGES","JIM BEAM BRANDS",750,7.35,11.03
155,"PINNACLE VODKA W/PUNCH DISPENSER",,"","JIM BEAM BRANDS",750,7.35,11.03
42744,"ORONOCO PLATINUM RESERVE RUM",1062200,"PUERTO RICO & VIRGIN ISLANDS RUM","DIAGEO AMERICAS",750,18.73,28.10
963530,"SALVADOR'S ORIGINAL MARGARITA",1071100,"AMERICAN COCKTAILS","LUXCO-ST LOUIS",1750,5.91,8.86
977246,"REGENCY DAVINCI AMARETTO",1081010,"AMERICAN AMARETTO","LAIRD AND COMPANY",750,4.66,6.99
904006,"BULLDOG GIN",1042100,"IMPORTED DRY GINS","CAMPARI(SKYY)",750,15.00,22.50
20256,"OLD CROW RESERVE",1011200,"STRAIGHT BOURBON WHISKIES","JIM BEAM BRANDS",750,6.29,9.44
1071,"CHIVAS REGAL 12YR TIN",1701100,"DECANTERS & SPECIALTY PACKAGES","PERNOD RICARD USA/AUSTIN NICHOLS",750,18.49,27.74
903265,"TANQUERAY STERLING VODKA",1032080,"IMPORTED VODKAS","DIAGEO AMERICAS",1000,12.75,19.13
904577,"MYER'S PLATINUM RUM",1062100,"JAMAICA RUM","DIAGEO AMERICAS",1000,10.74,16.11
66863,"STIRRINGS POMEGRANATE LIQUEUR",1081900,"MISC. AMERICAN CORDIALS & LIQUEURS","DIAGEO AMERICAS",750,6.50,9.74
902152,"SAUZA CIEN ANOS BLANCO",1022100,"TEQUILA","JIM BEAM BRANDS",750,10.57,15.86
980509,"CROWN ROYAL HAND SELECTED BARREL #2663",1012100,"CANADIAN WHISKIES","DIAGEO AMERICAS",750,27.49,41.24
936967,"NEW AMSTERDAM VODKA",1031080,"VODKA 80 PROOF","E AND J GALLO WINERY",200,2.04,3.06
63536,"SALVADOR'S PALOMA",1071100,"AMERICAN COCKTAILS","LUXCO-ST LOUIS",1750,9.00,13.50
903224,"JUNIOR JOHNSON MIDNIGHT MOON",1081700,"DISTILLED SPIRITS SPECIALTY","PIEDMONT DISTILLERS",750,13.56,20.34
PARK STREET IMPORTS-VOLI,"67288",BREMER,"1031200","365",6,750,12.79
4532,"DEWARS DOUBLE DOUBLE 21",1701100,"TEMPORARY & SPECIALTY PACKAGES","BACARDI USA INC",750,74.99,112.49
HIGH WEST DISTILLERY,"18604",O'BRIEN,"1011200","136",6,750,21.00
918365,"FOUR ROSES 2014 LIMITED EDITION SMALL BATCH HA",1011200,"STRAIGHT BOURBON WHISKIES","FOUR ROSES DISTILLERY",750,45.34,68.01
83359,"ICE HOLE ROOTBEER SCHNAPPS",1081340,"ROOT BEER SCHNAPPS","PHILLIPS BEVERAGE COMPANY",750,5.15,7.73
489,"BEEFEATER W/ 4 COASTERS",1701100,"DECANTERS & SPECIALTY PACKAGES","PERNOD RICARD USA/AUSTIN NICHOLS",1750,22.48,33.72
964724,"CIROC AMARETTO",1032200,"IMPORTED VODKA - MISC","DIAGEO AMERICAS",200,2.50,3.75
980427,"PRICHARD'S FUDGE BROWNIE CREAM LIQUEUR",1081200,"CREAM LIQUEURS","AVENIU BRANDS",750,13.00,19.49
4780,"CRAGGANMORE 12 YR SINGLE MALT SCOTCH",1012210,"SINGLE MALT SCOTCH","DIAGEO AMERICAS",750,27.24,40.86
SANTA FE TEQUILA COMPANY,"88582",POLK,"1022100","413",6,750,20.21
902815,"TALL BLONDE VODKA",1032080,"IMPORTED VODKAS","MHW LTD",1000,20.64,30.96
902937,"OLD EZRA 7YR STR BOURBON",1011200,"STRAIGHT BOURBON WHISKIES","LUXCO-ST LOUIS",750,7.22,10.83
903219,"HEAVEN HILL GREEN LABEL BOURBON",1011200,"STRAIGHT BOURBON WHISKIES","HEAVEN HILL BRANDS",1750,10.67,16.00
901270,"GRAND MAYAN EXTRA ANEJO TEQUILA",1022100,"TEQUILA","LIQUOR GROUP WHOLESALE",750,59.67,89.51
902023,"HIRAM WALKER CRM D CACAO BROWN",1081220,"DARK CREME DE CACAO","PERNOD RICARD USA/AUSTIN NICHOLS",1000,4.38,6.57
903375,"GETREIDE KUMMEL",1081900,"MISC. AMERICAN CORDIALS & LIQUEURS","LUXCO-ST LOUIS",750,6.86,10.29
843,"CROWN ROYAL TRI PACK",1701100,"DECANTERS & SPECIALTY PACKAGES","DIAGEO AMERICAS",750,55.45,83.18
3919,"GOSLING'S DARK'N STORMY",1701100,"DECANTERS & SPECIALTY PACKAGES","CASTLE BRANDS",750,8.88,13.32
NATIONAL BROKERS,"57024",MUSCATINE,"1071100","197",12,1000,8.84
394,"BLACK ROCK SPIRITS",85,"STORY","VODKA FLAVORED",BAKON VODKA,6,750
41911,"URSUS PUNCH FLAVORED VODKA",1031200,"VODKA FLAVORED","DIAGEO AMERICAS",750,5.48,8.22
89718,"PELIGROSO REPOSADO",1022100,"TEQUILA","DIAGEO AMERICAS",750,17.50,26.25
903172,"BOLS ADVOCKAAT IMPORTED LIQUEUR DNO",1082900,"MISC. IMPORTED CORDIALS & LIQUEURS","MHW LTD",750,6.94,10.41
85551,"HIRAM WALKER ORANGE CURACAO",1081900,"MISC. AMERICAN CORDIALS & LIQUEURS","PERNOD RICARD USA/AUSTIN NICHOLS",750,4.00,5.99
82511,"BOLS SOUR APPLE",1081365,"TROPICAL FRUIT SCHNAPPS","MHW LTD",750,7.17,10.76
19012,"JEFFERSON'S PRESIDENTIAL SELECT 18YR",1011200,"STRAIGHT BOURBON WHISKIES","CASTLE BRANDS",750,46.77,70.16
904612,"GLENDRONACH 15YO",1012210,"SINGLE MALT SCOTCH","ANCHOR DISTILLING (PREISS IMPORTS)",750,52.25,78.38
965015,"GALLIANO L'AUTENTICO",,"","MHW LTD",750,19.05,28.58
36232,"LA COLLECTION $100 BANKNOTE",1032080,"IMPORTED VODKAS","AIKO IMPORTERS INC",200,14.00,21.00
315,"WYBOROWA VODKA W/2 SHOT GLASSES",1701100,"DECANTERS & SPECIALTY PACKAGES","MHW LTD",750,7.50,11.25
910874,"FORTY CREEK CONFEDERATION OAK HA",1012100,"CANADIAN WHISKIES","CAMPARI(SKYY)",750,32.49,48.74
979966,"ARROW CREME DE ALMOND",1081210,"CREME DE ALMOND","LUXCO-ST LOUIS",750,4.31,6.46
902273,"CANADIAN CLUB CLASSIC 12YR",1012100,"CANADIAN WHISKIES","JIM BEAM BRANDS",1750,19.68,29.52
902425,"TOSCHI LEMONCELLO",1082900,"MISC. IMPORTED CORDIALS & LIQUEURS","MHW LTD",750,13.63,20.44
5293,"J & B RARE SCOTCH",1012200,"SCOTCH WHISKIES","DIAGEO AMERICAS",50,12.68,19.01
902153,"PETER HEERING CHERRY LIQUEUR",1082900,"MISC. IMPORTED CORDIALS & LIQUEURS","GEMINI SPIRITS",750,13.61,20.41
3887,"BAILEY'S ORIGINAL W/ICE CREAM BOWL",1701100,"DECANTERS & SPECIALTY PACKAGES","DIAGEO AMERICAS",1000,17.25,25.88
902960,"CRUZAN EST DARK RUM",1062200,"PUERTO RICO & VIRGIN ISLANDS RUM","JIM BEAM BRANDS",1750,13.64,20.46
903751,"GEORGIA MOON LEMONADE FRUIT JAR",1011300,"TENNESSEE WHISKIES","HEAVEN HILL BRANDS",750,5.30,7.95
983353,"ICE HOLE CINNAMON SCHNAPPS",1081315,"CINNAMON SCHNAPPS","PHILLIPS BEVERAGE COMPANY",750,5.15,7.73
40059,"SKYY INFUSIONS TEXAS GRAPEFRUIT MINI",1031200,"VODKA FLAVORED","CAMPARI(SKYY)",500,9.94,14.91
901719,"PETERGOFF VODKA",1032080,"IMPORTED VODKAS","WINE INTELLIGENCE",750,5.75,8.63
CVI BRANDS,"904698",POLK,"1011200","108",12,750,28.06
902041,"CASTRIES PEANUT RUM CREAM",1081200,"CREAM LIQUEURS","MHW LTD",750,15.87,23.81
34349,"FINLANDIA RASPBERRY VODKA",1032080,"IMPORTED VODKAS","BROWN-FORMAN CORPORATION",1000,13.84,20.76
902900,"OLD FITZGERALD 12YR VERY SPECIAL(DNO)",1011200,"STRAIGHT BOURBON WHISKIES","HEAVEN HILL BRANDS",750,19.17,28.76
904099,"JIM BEAM'S CHOICE 5 YR",1011200,"STRAIGHT BOURBON WHISKIES","JIM BEAM BRANDS",750,9.45,14.18
15820,"PADDY OLD IRISH WHISKEY",1012300,"IRISH WHISKIES","PERNOD RICARD USA/AUSTIN NICHOLS",1000,17.05,25.57
902385,"HIRAM WALKER CRM D CACAO WHITE",1081230,"WHITE CREME DE CACAO","PERNOD RICARD USA/AUSTIN NICHOLS",1000,4.38,6.57
503,"WHYTE AND MACHAY(AMERICAS) LIMITED",85,"STORY","SINGLE MALT SCOTCH",904825,THE DALMORE 12 YR SINGLE MALT SCOTCH,6
980514,"CROWN ROYAL HAND SELECTED BARREL #2572",1012100,"CANADIAN WHISKIES","DIAGEO AMERICAS",750,27.49,41.24
929969,"DRY FLY GIN",,"","DRY FLY DISTILLING",750,21.84,32.76
926632,"DRIFTLESS GLEN HANDPICKED SINGLE BARREL CASK STRENGTH",1011300,"SINGLE BARREL BOURBON WHISKIES","DRIFTLESS GLEN DISTILLERY",750,32.00,48.00
964475,"BOLS STRAWBERRY LIQUEUR",1081900,"MISC. AMERICAN CORDIALS & LIQUEURS","MHW LTD",750,7.17,10.76
914478,"REVEL STOKE CINNAMON",1012100,"CANADIAN WHISKIES","PHILLIPS BEVERAGE COMPANY",750,7.59,11.39
902399,"OBAN 18YO SCOTCH",1012210,"SINGLE MALT SCOTCH","DIAGEO AMERICAS",750,39.48,59.22
14470,"REVEL STOKE MINI",1012100,"CANADIAN WHISKIES","PHILLIPS BEVERAGE COMPANY",500,4.89,7.34
277,"STOLI GROUP",85,"STORY","IMPORTED VODKAS",STOLICHNAYA RUSSIAN VODKA 80 PRF,12,750
35573,"ROKK VODKA",1032080,"IMPORTED VODKAS","DIAGEO AMERICAS",1750,10.50,15.75
87724,"GRAN CORAMINO ANEJO",1022200,"100% AGAVE TEQUILA","PROXIMO",750,50.00,75.00
965579,"LUXARDO LIMONCELLO",1082900,"MISC. IMPORTED CORDIALS & LIQUEURS","ANCHOR DISTILLING (PREISS IMPORTS)",750,13.32,19.98
88019,"MAESTRO DOBEL DIAMOND TEQUILA(DNO)",1022100,"TEQUILA","PROXIMO",750,25.00,37.50
903713,"STROH 160 RUM",1081700,"DISTILLED SPIRITS SPECIALTY","NICHE IMPORT CO.",750,16.50,24.75
927641,"JACK DANIEL'S 2YR RESTED TENNESSEE RYE HA",1011300,"TENNESSEE WHISKIES","BROWN-FORMAN CORPORATION",750,25.16,37.74
933764,"KRU PEACH MANGO VODKA",1032080,"IMPORTED VODKAS","WESTERN SPIRITS BEVERAGE CO. LLC",1000,15.00,22.50
903384,"DUBOUCHETT BLACKBERRY BRANDY",1051110,"BLACKBERRY BRANDIES","HEAVEN HILL BRANDS",750,4.41,6.62
75268,"KURVBALL WHISKEY",1011100,"BLENDED WHISKIES","MHW LTD",750,14.00,21.00
957049,"BARTON LONG ISLAND ICE TEA",1071100,"AMERICAN COCKTAILS","SAZERAC NORTH AMERICA",1750,7.34,11.01
TOTAL BEVERAGE SOLUTIONS,"902209",POLK,"1012210","477",6,750,29.67
830,"BUCHANAN SPECIAL RESERVE 18YR W/2 GLASSES",1701100,"DECANTERS & SPECIALTY PACKAGES","DIAGEO AMERICAS",750,39.07,58.61
903394,"TANQUERAY GIN",1042100,"IMPORTED DRY GINS","DIAGEO AMERICAS",200,3.88,5.82
904821,"SMIRNOFF TWIST OF CRANBERRY",1031200,"VODKA FLAVORED","DIAGEO AMERICAS",375,3.38,5.07
903434,"JIM BEAM BLACK",1011200,"STRAIGHT BOURBON WHISKIES","JIM BEAM BRANDS",1750,19.19,28.79
631,"AVION SILVER W/4 SHOT GLASSES",1701100,"DECANTERS & SPECIALTY PACKAGES","PERNOD RICARD USA/AUSTIN NICHOLS",750,24.98,37.47
42025,"SQUARE ONE BASIL VODKA",1031200,"VODKA FLAVORED","SQUARE ONE ORGANIC SPIRITS",750,18.00,27.00
942542,"COCKSPUR FINE RUM",1062050,"BARBADOS RUM","MHW LTD",750,9.33,14.00
42073,"UV CAKE",1031200,"VODKA FLAVORED","PHILLIPS BEVERAGE COMPANY",375,3.44,5.16
902645,"WOODY CREEK SIGNATURE POTATO VODKA",1031080,"VODKA 80 PROOF","WOODY CREEK DISTILLERS",750,17.67,26.51
942242,"BLUE CHAIR BAY COCONUT RUM",1062050,"BARBADOS RUM","MHW LTD",750,9.42,14.13
902269,"HIRAM WALKER PEPPERMINT SCHNAPPS",1081300,"PEPPERMINT SCHNAPPS","PERNOD RICARD USA/AUSTIN NICHOLS",1000,4.50,6.75
940533,"MCCORMICK PEACH FLAVORED VODKA",1031200,"VODKA FLAVORED","MCCORMICK DISTILLING COMPANY",1750,7.47,11.21
28600,"GLENDALOUGH ROSE GIN",1042100,"IMPORTED DRY GINS","MHW LTD",750,15.00,22.50
42766,"MALIBU WINTER EDITION",1701100,"DECANTERS & SPECIALTY PACKAGES","PERNOD RICARD USA/AUSTIN NICHOLS",750,6.90,10.35
83231,"HIRAM WALKER POMEGRANATE SCHNAPPS",1081380,"MISCELLANEOUS SCHNAPPS","PERNOD RICARD USA/AUSTIN NICHOLS",750,3.75,5.62
989490,"KAH TEQUILA REPOSADO",1022100,"TEQUILA","AVENIU BRANDS",750,35.50,53.25
3342,"ABSOLUT MINI TRIAL PACK",1032200,"IMPORTED VODKA - MISC","PERNOD RICARD USA/AUSTIN NICHOLS",250,3.95,5.93
910582,"CABIN FEVER MAPLE FLAVORED WHISKY",1011200,"STRAIGHT BOURBON WHISKIES","DIAGEO AMERICAS",750,10.00,14.99
905642,"MORTLACH RARE OLD SCOTCH 86.8 PRF. HA",1012210,"SINGLE MALT SCOTCH","DIAGEO AMERICAS",750,65.00,97.50
902246,"TATLER SCOTCH LIQUEUR",1081600,"WHISKEY LIQUEUR","LUXCO-CLEVELAND",750,7.33,11.00
65926,"MALIBU PEACH",1062500,"FLAVORED RUM","PERNOD RICARD USA",750,8.99,13.49
982656,"DEKUYPER PEACH PUCKER",1081330,"PEACH SCHNAPPS","JIM BEAM BRANDS",750,6.30,9.45
959162,"1800 ULTIMATE PINEAPPLE MARGARITA/RTD",1071100,"AMERICAN COCKTAILS","PROXIMO",1750,9.49,14.24
935229,"PINNACLE POMEGRANATE VODKA",1032080,"IMPORTED VODKAS","JIM BEAM BRANDS",750,7.38,11.07
27351,"WICKED 87 AMERICAN LIGHT WHISKEY MINI",1011100,"BLENDED WHISKIES","SAGE BEVERAGES",600,8.88,13.32
44241,"BACARDI MANGO CHILE",1062500,"FLAVORED RUM","BACARDI USA INC",750,8.99,13.49
964068,"ALIZE RED PASSION",1082900,"MISC. IMPORTED CORDIALS & LIQUEURS","KOBRAND CORPORATION",375,5.83,8.75
41220,"BURNETT'S PEAR",1031200,"VODKA FLAVORED","HEAVEN HILL BRANDS",750,4.83,7.25
902523,"PHILLIPS APRICOT FLAV BRANDY",1051100,"APRICOT BRANDIES","PHILLIPS BEVERAGE COMPANY",750,4.75,7.13
902128,"CORONET VSQ BRANDY",1051010,"AMERICAN GRAPE BRANDIES","HEAVEN HILL BRANDS",750,5.29,7.94
66522,"RUMCHATA COCONUT",1081200,"CREAM LIQUEURS","E & J GALLO WINERY",750,14.00,21.00
980511,"CROWN ROYAL HAND SELECTED BARREL #2544",1012100,"CANADIAN WHISKIES","DIAGEO AMERICAS",750,27.49,41.24
926956,"PRICHARD'S SINGLE MALT WHISKEY",1011200,"STRAIGHT BOURBON WHISKIES","AVENIU BRANDS",750,25.99,38.99
"EVATON," INC.",POLK,"1082900","185",RAMAZZOTTI AMARO,6,750
903476,"DEKUYPER ORANGE CURACAO",1081900,"MISC. AMERICAN CORDIALS & LIQUEURS","JIM BEAM BRANDS",1000,5.53,8.30
316,"ABSOLUT WITH GINGER BEER",1701100,"DECANTERS & SPECIALTY PACKAGES","PERNOD RICARD USA/AUSTIN NICHOLS",750,11.49,17.24
16832,"BLADE & BOW",1011200,"STRAIGHT BOURBON WHISKIES","DIAGEO AMERICAS",750,25.00,37.50
40349,"360 GEORGIA PEACH",1031200,"VODKA FLAVORED","MCCORMICK DISTILLING COMPANY",375,3.74,5.61
988536,"SAUZA BLUE SILVER",1022100,"TEQUILA","JIM BEAM BRANDS",750,10.49,15.73
67676,"MR. BLACK COLD BREW COFFEE LIQUEUR",1081100,"COFFEE LIQUEURS","DIAGEO AMERICAS",750,17.49,26.24
21464,"BENCHMARK SMALL BATCH",1011200,"STRAIGHT BOURBON WHISKIES","SAZERAC COMPANY  INC",750,8.50,12.75
904546,"METAXA 7 STAR",1052010,"IMPORTED GRAPE BRANDIES","REMY COINTREAU USA         .",750,14.56,21.84
41506,"HANGAR ONE CITRON",1031200,"VODKA FLAVORED","PROXIMO",750,18.00,27.00
67600,"KARIMBA COFFEE LIQUEUR",1081030,"COFFEE LIQUEURS","LUXCO-CLEVELAND",750,9.07,13.60
88514,"XICARU REPOSADO MEZCAL",1022300,"MEZCAL","PARK STREET IMPORTS",750,21.49,32.24
88352,"MEZCAL UNION UNO EL JOVEN",1022300,"MEZCAL","DIAGEO AMERICAS",750,18.50,27.75
906622,"HA SCAPA 16 YO",1012300,"SINGLE MALT SCOTCH","PERNOD RICARD USA",700,65.99,98.99
902036,"LIMONCE LEMON LIQUEUR",1082900,"MISC. IMPORTED CORDIALS & LIQUEURS","GEMINI SPIRITS",1000,11.83,17.75
935759,"CHOPIN RYE VODK",1032080,"IMPORTED VODKAS","MHW LTD",750,15.83,23.75
41902,"URSUS BLUE RASPBERRY VODKA",1031200,"VODKA FLAVORED","DIAGEO AMERICAS",1000,4.84,7.26
87507,"1800 TEQUILA BLANCO",1022200,"100% AGAVE TEQUILA","PROXIMO",200,4.67,7.01
906060,"NOAH'S MILL HA",1011200,"STRAIGHT BOURBON WHISKIES","WILLETT DISTILLERY",750,27.43,41.15
900419,"ROTHMAN & WINTER ORCHARD PEACH",,"","MHW LTD",750,12.42,18.63
84568,"PHILLIPS BLACK 100 HERBAL SCHNAPPS",1081380,"MISCELLANEOUS SCHNAPPS","PHILLIPS BEVERAGE COMPANY",750,7.45,11.17
57028,"BELLES ORGANICS SOUTHERN BELLE",1071100,"AMERICAN COCKTAILS","NATIONAL BROKERS",1000,8.84,13.26
27829,"CODY ROAD DOUBLE BARREL",1081700,"DISTILLED SPIRITS SPECIALTY","MISSISSIPPI RIVER DISTILLING CO.",375,14.00,21.00
934400,"FRIS ORANGE VODKA",1032200,"IMPORTED VODKA - MISC","PERNOD RICARD USA/AUSTIN NICHOLS",750,5.50,8.25
903711,"HANGAR ONE MANDARINE VODKA",1031200,"VODKA FLAVORED","PROXIMO",750,18.00,27.00
65518,"JAMESON ORANGE",1012400,"IRISH WHISKIES","PERNOD RICARD USA",1000,20.98,31.47
977813,"GLENROTHES 1995",1012210,"SINGLE MALT SCOTCH","ANCHOR DISTILLING (PREISS IMPORTS)",750,60.17,90.26
384,"PIEDMONT DISTILLERS",85,"STORY","DISTILLED SPIRITS SPECIALTY",MIDNIGHT MOON CHERRY,6,750
66097,"PROPER NO. TWELVE  APPLE",1012400,"IRISH WHISKIES","PROXIMO",750,14.00,21.00
902575,"OLD GRANDDAD 86 BOURBON",1011400,"BOTTLED IN BOND BOURBON","JIM BEAM BRANDS",1750,16.78,25.17
900674,"CHIVAS REGAL 18YR TIN HA",,"","PERNOD RICARD USA/AUSTIN NICHOLS",750,34.99,52.49
942100,"ATLANTICO PLATINO",1062200,"PUERTO RICO & VIRGIN ISLANDS RUM","LAPHAM IMPORT CO",750,10.00,15.00
903254,"FINLANDIA VODKA",1032080,"IMPORTED VODKAS","BROWN-FORMAN CORPORATION",1000,13.84,20.76
3981,"TWENTY GRAND W/100ML ROSE",1701100,"DECANTERS & SPECIALTY PACKAGES","WESTERN SPIRITS BEVERAGE CO. LLC",850,17.00,25.50
903055,"STOLICHNAYA CITROS",1032080,"IMPORTED VODKAS","STOLI GROUP",1000,14.87,22.31
902195,"CRUZAN ORANGE RUM",1062300,"FLAVORED RUM","JIM BEAM BRANDS",750,7.08,10.62
904924,"SLIEVE FOY IRISH WHISKEY",1012210,"SINGLE MALT SCOTCH","ANCHOR DISTILLING (PREISS IMPORTS)",750,27.17,40.76
3954,"COURVOISIER VSOP W/SNIFTER GLASS",1701100,"DECANTERS & SPECIALTY PACKAGES","JIM BEAM BRANDS",750,19.94,29.91
42462,"DISARONNO AMARETTO W/SOUR MIX",1701100,"DECANTERS & SPECIALTY PACKAGES","DISARONNO INTERNATIONAL LLC",750,13.86,20.79
60180,"HANDY SCHILLER OLD FASHIONED",1011200,"STRAIGHT BOURBON WHISKIES","SAZERAC COMPANY  INC",750,20.00,30.00
32216,"SEAGRAM'S DISTILLER'S RESERVE GIN",1041100,"AMERICAN DRY GINS","PERNOD RICARD USA/AUSTIN NICHOLS",750,6.40,9.60
904495,"STOLICHNAYA CRANBERI VODKA DNO",1032080,"IMPORTED VODKAS","STOLI GROUP",750,12.24,18.36
903759,"BOODLES BRITISH GIN",1042100,"IMPORTED DRY GINS","PROXIMO",1750,20.65,30.97
451,"SERRALLES USA",85,"STORY","PUERTO RICO & VIRGIN ISLANDS RUM",DON Q CRISTAL RUM,12,750
902657,"CRUZAN 151 RUM",1062200,"PUERTO RICO & VIRGIN ISLANDS RUM","JIM BEAM BRANDS",750,8.50,12.75
904818,"PADDY'S IRISH WHISKEY",1012300,"IRISH WHISKIES","PERNOD RICARD USA/AUSTIN NICHOLS",1000,17.05,25.58
903442,"NUVO",1082900,"MISC. IMPORTED CORDIALS & LIQUEURS","MHW LTD",200,5.99,8.99
STEPHEN AUGUSTUS IMPORTS,"901394",JOHNSON,"1052010","446",12,750,13.83
900180,"BASIL HAYDEN W/MUDDLER HA",1701100,"DECANTERS & SPECIALTY PACKAGES","JIM BEAM BRANDS",750,22.04,33.06
902188,"BURNETT'S ORANGE VODKA",1031200,"VODKA FLAVORED","HEAVEN HILL BRANDS",1750,9.78,14.68
935222,"PINNACLE BLUEBERRY VODKA",1032080,"IMPORTED VODKAS","JIM BEAM BRANDS",750,7.38,11.07
LLOYD CARUSO LLC,"986677",LINN,"1031200","146",6,750,19.26
902281,"ST BRENDAN'S IRISH CREAM",1081200,"CREAM LIQUEURS","LUXCO-ST LOUIS",1750,14.81,22.22
4784,"COAL ILA DISTILLERS EDITION",1012200,"SCOTCH WHISKIES","DIAGEO AMERICAS",750,40.00,60.00
903484,"OLD FORESTER BONDED 100PRF BOURBON",1011200,"STRAIGHT BOURBON WHISKIES","BROWN-FORMAN CORPORATION",750,10.46,15.69
994945,"GLEN GARIOCH 12 YEAR",1012200,"SCOTCH WHISKIES","JIM BEAM BRANDS",750,31.49,47.24
904698,"BLACK MAPLE HILL SMALL BATCH DNO",1011200,"STRAIGHT BOURBON WHISKIES","CVI BRANDS",750,28.06,42.09
904974,"TARANTULA AZUL CO PACK",1701100,"DECANTERS & SPECIALTY PACKAGES","MCCORMICK DISTILLING COMPANY",750,10.66,15.99
4861,"DEWARS WHITE LABEL MINI",1012200,"SCOTCH WHISKIES","BACARDI USA INC",50,12.50,18.75
903388,"FINLANDIA MANGO FUSION",1032080,"IMPORTED VODKAS","BROWN-FORMAN CORPORATION",750,8.57,12.85
904629,"CATDADDY CAROLINA MOONSHINE",1081700,"DISTILLED SPIRITS SPECIALTY","PIEDMONT DISTILLERS",750,13.56,20.34
904816,"FAMOUS BLACK GROUSE",1012200,"SCOTCH WHISKIES","MHW LTD",750,14.99,22.49
935873,"PINNACLE RED LIQUORICE",1031200,"VODKA FLAVORED","JIM BEAM BRANDS",750,7.88,11.82
85545,"PATRON EL ALTO",1022200,"100% AGAVE TEQUILA","BACARDI USA INC",750,84.99,127.49
906248,"HA ROYAL SALUT 21 YO",1012200,"SCOTCH WHISKIES","PERNOD RICARD USA",700,109.95,164.93
904588,"EL JIMADOR SILVER TEQUILA",1022100,"TEQUILA","BROWN-FORMAN CORPORATION",1750,13.98,20.97
42720,"MALIBU COCONUT",1062500,"FLAVORED RUM","PERNOD RICARD USA",200,1.99,2.99
102149,"FROST TRAIL VODKA MINI",1031100,"AMERICAN VODKAS","SAZERAC COMPANY  INC",50,3.93,5.90
84192,"99 BUTTERSCOTCH",1081400,"AMERICAN SCHNAPPS","SAZERAC COMPANY  INC",100,1.00,1.50
"WINEBOW," INC.",POLK,"1012200","501",PORT CHARLOTTE,6,750
987895,"FEATHERBONE BOURBON",1011200,"STRAIGHT BOURBON WHISKIES","JOURNEYMAN DISTILLERY LLC",750,23.67,35.51
88037,"MARGARITAVILLE SILVER TEQUILA",1022100,"TEQUILA","GEMINI SPIRITS",1000,7.83,11.75
3438,"TEQUILA AVION COUNTER UNIT",1022100,"TEQUILA","PERNOD RICARD USA/AUSTIN NICHOLS",750,23.30,34.95
940669,"360 GLAZED DONUT FLAVORED VODKA",1031200,"VODKA FLAVORED","MCCORMICK DISTILLING COMPANY",750,7.00,10.50
900596,"WILD TURKEY 375ML SAMPLER PACK",1701100,"DECANTERS & SPECIALTY PACKAGES","CAMPARI(SKYY)",1125,18.56,27.84
