item_number,item_description,category,category_name,vendor_name,bottle_volume_ml,state_bottle_cost,state_bottle_retail
29996,"FIVE O'CLOCK GIN",1041100,"AMERICAN DRY GINS","LAIRD & COMPANY",750,3.46,5.19
39916,"NEW AMSTERDAM APPLE",1031200,"AMERICAN FLAVORED VODKA","E & J GALLO WINERY",200,1.99,2.99
100737,"JAMESON BLACK BARREL W/2 GLASSES",1701100,"TEMPORARY & SPECIALTY PACKAGES","PERNOD RICARD USA",750,20.98,31.47
10006,"SCORESBY RARE SCOTCH",1012200,"SCOTCH WHISKIES","SAZERAC COMPANY  INC",750,5.13,7.70
"FOUNDRY DISTILLING COMPANY," LLC",POLK,"1031100","566",BUTCHERS BLOCK VODKA,12,750
5133,"GLENMORANGIE 10YR",1012300,"SINGLE MALT SCOTCH","MOET HENNESSY USA",750,20.99,31.49
36188,"GORDONS 80PRF VODKA PET",1031100,"AMERICAN VODKAS","DIAGEO AMERICAS",1750,9.74,14.61
4571,"DEWARS PORTUGUESE SMOOTH",1701100,"TEMPORARY & SPECIALTY PACKAGES","BACARDI USA INC",750,12.50,18.75
41625,"UV GRAPE",1031200,"AMERICAN FLAVORED VODKA","PHILLIPS BEVERAGE",1750,11.50,17.25
15870,"SLANE",1012400,"IRISH WHISKIES","BROWN FORMAN CORP.",750,14.99,22.49
922075,"SOOH WILDERNESS TRAIL BOTTLED IN BOND SMALL BATCH",1011500,"BOTTLED IN BOND BOURBON","WILDERNESS TRAIL DISTILLERY",750,25.00,37.50
36186,"GORDONS 80PRF VODKA",1031100,"AMERICAN VODKAS","DIAGEO AMERICAS",750,5.26,7.89
19048,"JIM BEAM DOUBLE OAK",1011200,"STRAIGHT BOURBON WHISKIES","JIM BEAM BRANDS",750,14.00,21.00
15636,"HYDE #6 PRESIDENTS RESERVE BLEND SHERRY CASK FINISH",1012400,"IRISH WHISKIES","STOLLER IMPORTS INC / MARSALLE COMPANY",750,25.00,37.50
965185,"SOOH IRISH MIST HONEY LIQUEUR",1082100,"IMPORTED CORDIALS & LIQUEURS","HEAVEN HILL BRANDS",750,17.50,26.25
43644,"PARROT BAY KEY LIME PET",1062500,"FLAVORED RUM","SAZERAC COMPANY  INC",750,7.50,11.25
86421,"REVELTON WHISKEY AND CREAM LIQUEUR MINI",1081200,"CREAM LIQUEURS","REVELTON DISTILLING COMPANY",50,16.80,25.20
86121,"NUMBER JUAN TEQUILA REPOSADO",1022200,"100% AGAVE TEQUILA","WORLD TRADE LIQUOR IMPORTS LLC",750,36.00,54.00
17520,"CLYDE MAYS STRAIGHT BOURBON",1011200,"STRAIGHT BOURBON WHISKIES","MHW LTD",750,20.00,30.00
86536,"DAVIESS COUNTY KSBW CAB FINISHED",1011200,"STRAIGHT BOURBON WHISKIES","LUXCO INC",750,25.00,37.50
28134,"ND ESSENCE OF IOWA WHISKEY",1011700,"CORN WHISKIES","CATS EYE DISTILLERY",750,19.25,28.88
84457,"PARAMOUNT PEACH SCHNAPPS",1081400,"AMERICAN SCHNAPPS","LUXCO INC",1000,5.42,8.13
39352,"WESTERN SON LEMON",1031200,"AMERICAN FLAVORED VODKA","JEM BEVERAGE COMPANY",750,9.01,13.52
932650,"SOOH UNCLE VALS BOTANICAL GIN",1041200,"FLAVORED GIN","3 BADGE CORPORATION",750,19.25,28.88
82866,"DEKUYPER WATERMELON PUCKER",1081400,"AMERICAN SCHNAPPS","JIM BEAM BRANDS",750,6.50,9.75
38507,"WESTERN SON ORIGINAL",1031100,"AMERICAN VODKAS","JEM BEVERAGE COMPANY",750,9.01,13.52
64759,"CIROC RED BERRY",1032200,"IMPORTED FLAVORED VODKA","DIAGEO AMERICAS",200,5.00,7.50
5753,"JOHNNIE WALKER BLUE MINI",1012200,"SCOTCH WHISKIES","DIAGEO AMERICAS",50,60.00,90.00
47646,"BRANSON VS PHANTOM",1052100,"IMPORTED BRANDIES","SHAW-ROSS INTERNATIONAL",750,21.66,32.49
72978,"NORTH FOREST KREME HUCKLEBERRY VANILLA",1081200,"CREAM LIQUEURS","BEDFORD & GROVE LLC/ CHANKASKA CREEK AND RANCH WINERY",750,15.39,23.09
10888,"E.T. 51 PREMIUM WHISKY",1012100,"CANADIAN WHISKIES","AMERICAN SPIRITS EXCHANGE",750,19.47,29.21
32460,"TINKERMANS BRIGHT COMPLEX",1041100,"AMERICAN DRY GINS","SAZERAC COMPANY  INC",750,12.50,18.75
34032,"ABSOLUT CITRON",1032200,"IMPORTED FLAVORED VODKA","PERNOD RICARD USA",1750,19.99,29.99
57184,"BACARDI ZOMBIE RTS",1071100,"COCKTAILS/RTD","BACARDI USA INC",1750,9.53,14.30
8825,"LAUDERS PET",1012200,"SCOTCH WHISKIES","SAZERAC COMPANY  INC",750,4.50,6.75
86438,"SKREWBALL PEANUT BUTTER WHISKEY",1011100,"BLENDED WHISKIES","INFINIUM SPIRITS",375,9.00,13.50
53211,"PAUL MASSON GRANDE AMBER BRANDY VS MINI",1051100,"AMERICAN BRANDIES","SAZERAC COMPANY  INC",50,7.12,10.68
21226,"REDEMPTION HIGH RYE BOURBON",1011100,"BLENDED WHISKIES","W J DEUTSCH & SONS LTD",750,12.42,18.63
10625,"CANADIAN CLUB WHISKY PET",1012100,"CANADIAN WHISKIES","JIM BEAM BRANDS",750,8.00,12.00
41326,"BURNETTS CITRUS",1031200,"AMERICAN FLAVORED VODKA","HEAVEN HILL BRANDS",750,4.50,6.75
205,"E & J GALLO WINERY",57,"LINN","AMERICAN BRANDIES",E & J VS,24,375
77367,"MARK ROGERS AMERICAN PEACH MOONSHINE",1091100,"AMERICAN DISTILLED SPIRITS SPECIALTY","SUGARLANDS DISTILLING COMPANY LLC",750,13.52,20.28
4773,"COPPER DOG",1012200,"SCOTCH WHISKIES","DIAGEO AMERICAS",750,16.49,24.74
101037,"ROMANA SAMBUCA ITALIAN LIQUORE HOLIDAY MINIS",1701100,"TEMPORARY & SPECIALTY PACKAGES","SAZERAC COMPANY  INC",50,2.00,3.00
88602,"SOLANA AGAVE BLANCO",1022200,"100% AGAVE TEQUILA","SAZERAC COMPANY  INC",750,12.48,18.72
965283,"JINRO PLUM SOJU",1092100,"IMPORTED DISTILLED SPIRITS SPECIALTY","JINRO AMERICA INC",375,2.50,3.75
41316,"BURNETTS RASPBERRY",1031200,"AMERICAN FLAVORED VODKA","HEAVEN HILL BRANDS",750,4.50,6.75
101481,"BIRD DOG BLACK CHERRY VAP W/ 2 MINIS",1701100,"TEMPORARY & SPECIALTY PACKAGES","WESTERN SPIRITS BEVERAGE",850,10.00,15.00
87102,"AMOR SILVER",1022200,"100% AGAVE TEQUILA","MARA IMPORTS",750,28.50,42.75
34759,"REYKA VODKA",1032100,"IMPORTED VODKAS","WILLIAM GRANT & SONS INC",1750,20.00,30.00
27022,"BULLEIT 95 RYE",1011600,"STRAIGHT RYE WHISKIES","DIAGEO AMERICAS",1750,27.50,41.25
41707,"PHILLIPS LIME VODKA",1031200,"AMERICAN FLAVORED VODKA","PHILLIPS BEVERAGE",1000,5.78,8.67
42676,"MALIBU PASSION FRUIT",1062500,"FLAVORED RUM","PERNOD RICARD USA",750,7.99,11.99
1011100,"BLENDED WHISKIES",51016,"POINT (-95.785271 42.482223)","WOODBURY",INFINIUM SPIRITS,87026,SKREWBALL PEANUT BUTTER WHISKEY
26293,"REVELTON SHINE WHITE WHISKEY",1011700,"CORN WHISKIES","REVELTON DISTILLING COMPANY",750,12.50,18.75
26162,"BIRD DOG BLACKBERRY MINI",1011100,"BLENDED WHISKIES","WESTERN SPIRITS BEVERAGE",50,5.00,7.50
926964,"SOOH KENTUCKY PEERLESS STRAIGHT RYE WHISKEY - SMALL BATCH",1011600,"STRAIGHT RYE WHISKIES","FETZER VINEYARDS",750,55.84,83.76
37417,"POPOV 80PRF",1031100,"AMERICAN VODKAS","SAZERAC COMPANY  INC",1000,5.50,8.25
87029,"ADICTIVO EXTRA ANEJO TEQUILA",1022200,"100% AGAVE TEQUILA","STOLLER IMPORTS INC / MARSALLE COMPANY",750,50.00,75.00
37416,"POPOV 80PRF",1031100,"AMERICAN VODKAS","SAZERAC COMPANY  INC",750,4.50,6.75
89796,"SAUZA CONMEMORATIVO",1022200,"100% AGAVE TEQUILA","JIM BEAM BRANDS",750,15.00,22.50
74802,"JACK DANIELS TENNESSEE APPLE",1011400,"TENNESSEE WHISKIES","BROWN FORMAN CORP.",1000,19.76,29.64
14210,"PENDLETON MIDNIGHT",1012100,"CANADIAN WHISKIES","PROXIMO",750,19.80,29.70
100015,"FIREBALL CINNAMON WHISKEY BAG IN BOX",1081600,"WHISKEY LIQUEUR","SAZERAC COMPANY  INC",3500,30.00,45.00
87769,"CAMPO BRAVO PLATA TEQUILA MINI",1022200,"100% AGAVE TEQUILA","DV SPIRITS LLC",50,9.00,13.50
86873,"SOUTHERN COMFORT 80PRF",1011200,"STRAIGHT BOURBON WHISKIES","SAZERAC COMPANY  INC",750,11.50,17.25
58842,"JOSE CUERVO AUTHENTIC COCONUT PINEAPPLE MARGARITA",1071100,"COCKTAILS/RTD","PROXIMO",1750,8.74,13.11
51109,"CIROC VS",1052100,"IMPORTED BRANDIES","DIAGEO AMERICAS",1000,17.48,26.22
035,"BACARDI USA INC",57,"LINN","IMPORTED CORDIALS & LIQUEURS",D'USSE VSOP,24,200
38058,"SWELL VODKA",1031100,"AMERICAN VODKAS","SWELL LIQUOR LLC",1000,7.18,10.77
89182,"EL MAYOR REPOSADO",1022200,"100% AGAVE TEQUILA","LUXCO INC",750,14.50,21.75
16799,"BELLE MEADE RESERVE WHISKEY",1011200,"STRAIGHT BOURBON WHISKIES","CONSTELLATION BRANDS INC",750,32.34,48.51
28131,"CODY ROAD HONEY",1011100,"BLENDED WHISKIES","MISSISSIPPI RIVER DISTIL",750,16.00,24.00
904761,"SOOH BURNETTS MANGO",1031200,"AMERICAN FLAVORED VODKA","HEAVEN HILL BRANDS",750,4.50,6.75
36390,"CRYSTAL HEAD AURORA VODKA",1032100,"IMPORTED VODKAS","INFINIUM SPIRITS",750,29.99,44.99
101476,"RUSSIAN STANDARD VAP W/ ROCKS GLASS",1701100,"TEMPORARY & SPECIALTY PACKAGES","RUSSIAN STANDARD VODKA",750,10.00,15.00
89235,"CORAZON DE AGAVE REPOSADO",1022200,"100% AGAVE TEQUILA","SAZERAC COMPANY  INC",750,13.75,20.63
27056,"JIM BEAM RYE",1011600,"STRAIGHT RYE WHISKIES","JIM BEAM BRANDS",750,14.00,21.00
47645,"BRANSON XO",1052100,"IMPORTED BRANDIES","SHAW-ROSS INTERNATIONAL",750,121.66,182.49
18201,"EZRA BROOKS 99PR BOURBON",1011200,"STRAIGHT BOURBON WHISKIES","LUXCO INC",750,13.50,20.25
37664,"ROW VODKA MINI",1031100,"AMERICAN VODKAS","PHILLIPS BEVERAGE",50,3.51,5.27
24156,"HAWKEYE BLENDED WHISKEY",1011100,"BLENDED WHISKIES","LUXCO INC",750,3.50,5.25
38091,"PLATINUM 10X VODKA",1031100,"AMERICAN VODKAS","SAZERAC COMPANY  INC",750,10.00,15.00
40500,"MCCORMICK APPLE VODKA",1031200,"AMERICAN FLAVORED VODKA","MCCORMICK DISTILLING CO.",200,1.13,1.70
26233,"CM NASSIF FAMILY RESERVE",1011100,"BLENDED WHISKIES","CATS EYE DISTILLERY",750,20.50,30.75
"GREEN FROG DISTILLERY," LLC",LEE,"1011200","549",STRAIGHT CORN WHISKEY,6,750
36808,"STOLICHNAYA CUCUMBER",1032200,"IMPORTED FLAVORED VODKA","STOLI GROUP",750,9.99,14.99
297,"LAIRD & COMPANY",57,"LINN","BLENDED WHISKIES",FIVE STAR,6,1750
39619,"WESTERN SON WATERMELON",1031200,"AMERICAN FLAVORED VODKA","JEM BEVERAGE COMPANY",750,9.01,13.52
21186,"RABBIT HOLE HEIGOLD RYE BOURBON",1011200,"STRAIGHT BOURBON WHISKIES","PERNOD RICARD USA",750,29.98,44.97
21184,"RABBIT HOLE DARERINGER SHERY BOURBON CASK",1011200,"STRAIGHT BOURBON WHISKIES","PERNOD RICARD USA",750,39.98,59.97
89178,"EL MAYOR ANEJO",1022200,"100% AGAVE TEQUILA","LUXCO INC",750,16.00,24.00
75263,"KINKY FRUIT PUNCH MINI",1081300,"AMERICAN CORDIALS & LIQUEURS","PRESTIGE WINE & SPIRITS GROUP / UNITED STATES DISTILLED PRODUCTS CO",50,4.90,7.35
14515,"REVEL STOKE BLACKBERRY MINI",1012100,"CANADIAN WHISKIES","PHILLIPS BEVERAGE",50,4.60,6.90
35527,"BAKON",1031200,"AMERICAN FLAVORED VODKA","BLACK ROCK SPIRITS",750,15.00,22.50
13928,"MCMASTERS CANADIAN WHISKEY",1012100,"CANADIAN WHISKIES","HEAVEN HILL BRANDS",1750,9.00,13.50
86670,"JACK DANIELS TENNESSEE HONEY",1011400,"TENNESSEE WHISKIES","BROWN FORMAN CORP.",750,15.57,23.36
64913,"CIROC MANGO",1032200,"IMPORTED FLAVORED VODKA","DIAGEO AMERICAS",375,9.25,13.88
37384,"ASTERIA VODKA",1031100,"AMERICAN VODKAS","JDSO INC / RED BOOT DISTILLERY",750,6.00,9.00
72981,"NORTH FOREST KREME MAPLE BOURBON PECAN",1081200,"CREAM LIQUEURS","BEDFORD & GROVE LLC/ CHANKASKA CREEK AND RANCH WINERY",750,15.39,23.09
949187,"SOOH REMY MARTIN VSOP",1052100,"IMPORTED BRANDIES","REMY COINTREAU USA INC",1000,29.48,44.22
1701100,"TEMPORARY & SPECIALTY PACKAGES",51016,"POINT (-95.785271 42.482223)","WOODBURY",OLE SMOKY DISTILLERY LLC,86715,OLE SMOKY SHINE NOG MOONSHINE
6213,"TAMNAVULIN SCOTCH WHISKY",1012300,"SINGLE MALT SCOTCH","E & J GALLO WINERY",750,20.00,30.00
34566,"PEARL PET",1032100,"IMPORTED VODKAS","LUXCO INC",1750,10.00,15.00
17531,"COPPER CROSS SINGLE BARREL STRAIGHT BOURBON",1011600,"STRAIGHT RYE WHISKIES","DEHNER DISTILLERY",750,22.50,33.75
33665,"SVEDKA STRAWBERRY LEMONADE",1032200,"IMPORTED FLAVORED VODKA","CONSTELLATION BRANDS INC",1750,13.40,20.10
15779,"JAMESON BLACK BARREL",1012400,"IRISH WHISKIES","PERNOD RICARD USA",375,6.49,9.74
26665,"TIN CUP RYE",1011600,"STRAIGHT RYE WHISKIES","PROXIMO",750,13.75,20.63
88172,"SANTO TEQUILA REPOSADO",1022200,"100% AGAVE TEQUILA","SHAW-ROSS INTERNATIONAL",750,25.00,37.50
89388,"JUAREZ GOLD",1022100,"MIXTO TEQUILA","LUXCO INC",1750,15.00,22.50
941294,"SOOH BURNETTS PEACH",1031200,"AMERICAN FLAVORED VODKA","HEAVEN HILL BRANDS",750,4.50,6.75
34598,"LUKSUSOWA VODKA",1032100,"IMPORTED VODKAS","W J DEUTSCH & SONS LTD",1750,12.34,18.51
4573,"DEWARS JAPANESE SMOOTH",1011100,"BLENDED WHISKIES","BACARDI USA INC",750,12.50,18.75
42566,"GOSLINGS BLACK SEAL",1062500,"FLAVORED RUM","CASTLE BRANDS",750,9.51,14.27
31985,"REVELTON AMERICAN GIN",1041100,"AMERICAN DRY GINS","REVELTON DISTILLING COMPANY",750,15.00,22.50
58865,"JOSE CUERVO AUTHENTIC RASPBERRY MARGARITA",1071100,"COCKTAILS/RTD","PROXIMO",1750,8.74,13.11
34154,"BELVEDERE PURE",1032100,"IMPORTED VODKAS","MOET HENNESSY USA",375,7.49,11.24
16182,"PENDERYN MADEIRA",1012300,"SINGLE MALT SCOTCH","IMPEX BEVERAGE INC",750,39.70,59.55
464,"GLENMORANGIE PIONEER PACK VAP UPGRADE",1012300,"SINGLE MALT SCOTCH","MOET HENNESSY USA",750,19.99,29.99
66052,"NUVO SPARKLING LIQUEUR",1082100,"IMPORTED CORDIALS & LIQUEURS","MHW LTD",750,12.33,18.50
86543,"OLE SMOKY PEACH WHISKEY MINI",1011400,"TENNESSEE WHISKIES","OLE SMOKY DISTILLERY LLC",50,17.50,26.25
17186,"CALUMET FARM 14YR",1011500,"BOTTLED IN BOND BOURBON","WESTERN SPIRITS BEVERAGE",750,59.65,89.48
56805,"PAUL MASSON RED BERRY GRANDE AMBER",1051100,"AMERICAN BRANDIES","SAZERAC COMPANY  INC",750,6.41,9.62
927707,"SOOH BIRD DOG CHOCOLATE",1011100,"BLENDED WHISKIES","WESTERN SPIRITS BEVERAGE",750,10.00,15.00
"SOVEREIGN BRANDS," LLC",POLK,"1062300","482",BUMBU RUM,6,750
34737,"STOLICHNAYA OHRANJ",1032200,"IMPORTED FLAVORED VODKA","STOLI GROUP",1000,15.97,23.96
3345,"CAROLANS IRISH CREAM W/2 GLASSES",1701100,"TEMPORARY & SPECIALTY PACKAGES","HEAVEN HILL BRANDS",750,9.50,14.25
18116,"EVAN WILLIAMS BLACK PET",1011200,"STRAIGHT BOURBON WHISKIES","HEAVEN HILL BRANDS",750,8.00,12.00
40047,"NEW AMSTERDAM GRAPEFRUIT MINI",1031200,"AMERICAN FLAVORED VODKA","E & J GALLO WINERY",50,5.54,8.31
41413,"BURNETTS PINEAPPLE",1031200,"AMERICAN FLAVORED VODKA","HEAVEN HILL BRANDS",750,4.50,6.75
29997,"FIVE O'CLOCK GIN",1041100,"AMERICAN DRY GINS","LAIRD & COMPANY",1000,4.33,6.50
46320,"GOTCHA SILVER RUM",1062200,"WHITE RUM","DEHNER DISTILLERY",1000,3.93,5.90
26858,"TEMPLETON RYE 4YR",1011600,"STRAIGHT RYE WHISKIES","INFINIUM SPIRITS",375,9.99,14.99
31208,"MCCORMICK GIN PET",1041100,"AMERICAN DRY GINS","MCCORMICK DISTILLING CO.",1750,7.42,11.13
5702,"OBAN 18YR",1012200,"SCOTCH WHISKIES","DIAGEO AMERICAS",750,64.99,97.49
27554,"SEAGRAMS 7 CROWN DARK HONEY",1011100,"BLENDED WHISKIES","DIAGEO AMERICAS",750,7.00,10.50
37256,"LEADSLINGERS AMERICAN VODKA",1031100,"AMERICAN VODKAS","STOLLER IMPORTS INC / MARSALLE COMPANY",750,8.50,12.75
101548,"TRES GENERACIONES ANEJO W/ GLASSES",1701100,"TEMPORARY & SPECIALTY PACKAGES","JIM BEAM BRANDS",750,21.00,31.50
67245,"TWISTED SHOTZ JOLLI JOLLI",1071100,"COCKTAILS/RTD","MHW LTD",1800,54.20,81.30
101384,"CORRALEJO REPOSADO W/ 2 PINA GLASSES",1701100,"TEMPORARY & SPECIALTY PACKAGES","INFINIUM SPIRITS",750,16.00,24.00
965266,"SOOH JINRO CLASSIC SOJU",1092100,"IMPORTED DISTILLED SPIRITS SPECIALTY","JINRO AMERICA INC",375,3.00,4.50
39704,"WESTERN SON PRICKLY PEAR MINI",1031200,"AMERICAN FLAVORED VODKA","JEM BEVERAGE COMPANY",50,4.40,6.60
6029,"SCOTS GOLD BLENDED SCOTCH WHISKY RED LABEL",1012200,"SCOTCH WHISKIES","MHW LTD",750,9.71,14.57
89887,"TORADA GOLD",1022100,"MIXTO TEQUILA","SAZERAC COMPANY  INC",1000,6.63,9.95
38102,"PLATINUM 7X VODKA MINI",1031100,"AMERICAN VODKAS","SAZERAC COMPANY  INC",50,4.30,6.45
15884,"TEELING SMALL BATCH IRISH WHISKEY",1012400,"IRISH WHISKIES","BACARDI USA INC",750,18.66,27.99
10624,"CANADIAN CLUB WHISKY",1012100,"CANADIAN WHISKIES","JIM BEAM BRANDS",375,4.50,6.75
100306,"PATRON EXTRA ANEJO",1022200,"100% AGAVE TEQUILA","BACARDI USA INC",750,46.99,70.49
21208,"REBEL KSBW",1011200,"STRAIGHT BOURBON WHISKIES","LUXCO INC",1750,16.00,24.00
26294,"REVELTON SHINE WHITE WHISKEY MINI",1011700,"CORN WHISKIES","REVELTON DISTILLING COMPANY",50,14.40,21.60
MINHAS MICRO DISTILLERY,"38581",DUBUQUE,"1031100","209",6,1750,6.50
43205,"BACARDI SPICED RUM",1062400,"SPICED RUM","BACARDI USA INC",750,7.50,11.25
82827,"DEKUYPER RAGIN' ROOT BEER",1081400,"AMERICAN SCHNAPPS","JIM BEAM BRANDS",1000,7.87,11.81
29998,"FIVE O'CLOCK GIN",1041100,"AMERICAN DRY GINS","LAIRD & COMPANY",1750,7.33,11.00
26405,"REVENANT RYE",1011600,"STRAIGHT RYE WHISKIES","ROCKY TOP INVESTMENTS / ROCK RIVER DISTILLATION",750,20.00,30.00
56782,"CAPTAIN MORGAN TROPICAL PUNCH RTD",1071100,"COCKTAILS/RTD","DIAGEO AMERICAS",1750,11.00,16.50
BEDFORD & GROVE LLC/ CHANKASKA CREEK AND RANCH WINERY,"72981",POLK,"1081200","661",6,750,15.39
55106,"PHILLIPS BLACKBERRY BRANDY",1051100,"AMERICAN BRANDIES","PHILLIPS BEVERAGE",750,4.76,7.14
41840,"BURNETTS LIMEADE",1031200,"AMERICAN FLAVORED VODKA","HEAVEN HILL BRANDS",750,4.50,6.75
23708,"FLEISCHMANNS WHISKEY",1011100,"BLENDED WHISKIES","SAZERAC COMPANY  INC",1750,7.33,11.00
37048,"GRAY DUCK VODKA",1031100,"AMERICAN VODKAS","GRAY DUCK SPIRITS LLC",1750,18.83,28.25
904759,"SOOH BURNETTS STRAWBERRY",1031200,"AMERICAN FLAVORED VODKA","HEAVEN HILL BRANDS",750,4.50,6.75
DV SPIRITS LLC,"27370",JONES,"1011700","342",6,750,11.50
86542,"OLE SMOKY MANGO HABANERO WHISKEY MINI",1011400,"TENNESSEE WHISKIES","OLE SMOKY DISTILLERY LLC",50,17.50,26.25
5669,"GLEN MORAY SHERRY CASK",1012300,"SINGLE MALT SCOTCH","SAZERAC COMPANY  INC",750,17.84,26.76
EDRINGTON GROUP USA LLC,"5486",TAYLOR,"1012300","266",12,750,40.01
903690,"SOOH SOUTHERN COMFORT 100PRF MINI",1081600,"WHISKEY LIQUEUR","SAZERAC COMPANY  INC",50,9.66,14.49
15763,"GLASS MANOR IRISH WHISKEY",1012400,"IRISH WHISKIES","SAZERAC COMPANY  INC",750,10.00,15.00
26700,"CODY ROAD RYE MINI",1011600,"STRAIGHT RYE WHISKIES","MISSISSIPPI RIVER DISTIL",50,9.00,13.50
57182,"BACARDI RUM PUNCH RTS",1071100,"COCKTAILS/RTD","BACARDI USA INC",1750,9.53,14.30
87025,"ADICTIVO PLATA TEQUILA",1022200,"100% AGAVE TEQUILA","STOLLER IMPORTS INC / MARSALLE COMPANY",750,27.50,41.25
57179,"CHI-CHI'S RUBY RED MARGARITA",1071100,"COCKTAILS/RTD","SAZERAC COMPANY  INC",1750,5.75,8.63
43615,"MALIBU LIME",1062500,"FLAVORED RUM","PERNOD RICARD USA",750,7.99,11.99
5104,"GLENMORANGIE NECTAR D'OR",1012300,"SINGLE MALT SCOTCH","MOET HENNESSY USA",750,34.99,52.49
SWELL LIQUOR LLC,"38056",WARREN,"1031100","195",12,750,6.00
29422,"BLUE OX GIN",1041100,"AMERICAN DRY GINS","JDSO INC / RED BOOT DISTILLERY",1000,4.49,6.74
89164,"DON JULIO 1942",1022200,"100% AGAVE TEQUILA","DIAGEO AMERICAS",750,67.67,101.51
59193,"JOSE CUERVO AUTHENTIC CHERRY LIMEADE",1071100,"COCKTAILS/RTD","PROXIMO",1750,8.74,13.11
905606,"SOOH ARROW GINGER BRANDY",1051100,"AMERICAN BRANDIES","LUXCO INC",750,5.38,8.07
6316,"TOMATIN SINGLE MALT",1012300,"SINGLE MALT SCOTCH","PHILLIPS BEVERAGE",750,22.00,33.00
76040,"MIDNIGHT MOON STRAWBERRY",1091300,"NEUTRAL GRAIN SPIRITS FLAVORED","PIEDMONT DISTILLERS INC",750,11.50,17.25
86533,"SQRRL PEANUT BUTTER WHISKEY",1011200,"STRAIGHT BOURBON WHISKIES","JIM BEAM BRANDS",750,12.50,18.75
903293,"SOOH SOHO LYCHEE",1901200,"SPECIAL ORDER ITEMS","SAZERAC COMPANY  INC",750,9.99,14.99
101126,"JIM BEAM FLAVORS 50ML VARIETY PACK",1701100,"TEMPORARY & SPECIALTY PACKAGES","JIM BEAM BRANDS",50,5.00,7.50
101428,"SMIRNOFF W/50ML PINK LEMONADE",1701100,"TEMPORARY & SPECIALTY PACKAGES","DIAGEO AMERICAS",1800,14.75,22.13
58204,"CRAFTHOUSE COCKTAILS SOUTHSIDE",1071100,"COCKTAILS/RTD","PARK STREET IMPORTS",200,2.50,3.75
30036,"FIVE O'CLOCK GIN",1041100,"AMERICAN DRY GINS","LAIRD & COMPANY",750,3.46,5.19
87266,"CASA NOBLE CRYSTAL",1022200,"100% AGAVE TEQUILA","CONSTELLATION BRANDS INC",750,26.04,39.06
5318,"JOHNNIE WALKER DOUBLE BLACK",1012200,"SCOTCH WHISKIES","DIAGEO AMERICAS",750,24.05,36.08
64955,"DULCE VIDA PINEAPPLE JALAPENO",1022200,"100% AGAVE TEQUILA","DV SPIRITS LLC",750,12.50,18.75
87105,"HOCHSTADTERS SLOW & LOW COFFEE OLD FASHIONED",1011100,"BLENDED WHISKIES","COOPER SPIRITS INTERNATIONAL",750,11.84,17.76
39381,"NEW AMSTERDAM PINK WHITNEY",1031200,"AMERICAN FLAVORED VODKA","E & J GALLO WINERY",200,1.99,2.99
965264,"SOOH JINRO SOJU",1092100,"IMPORTED DISTILLED SPIRITS SPECIALTY","JINRO AMERICA INC",750,7.25,10.88
64912,"CIROC MANGO",1032200,"IMPORTED FLAVORED VODKA","DIAGEO AMERICAS",200,5.00,7.50
28210,"BOMBAY SAPPHIRE EAST",1042100,"IMPORTED DRY GINS","BACARDI USA INC",750,13.50,20.25
6206,"TALISKER 10YR",1012300,"SINGLE MALT SCOTCH","DIAGEO AMERICAS",750,40.00,60.00
902219,"SOOH CONNEMARA SINGLE MALT",1012400,"IRISH WHISKIES","JIM BEAM BRANDS",750,32.80,49.20
86637,"TORTILLA TRIPLE SEC",1081500,"TRIPLE SEC","SAZERAC COMPANY  INC",1000,3.01,4.52
26782,"WOODY CREEK DISTILLERS COLORADO STRAIGHT BOURBON WHISKEY",1011200,"STRAIGHT BOURBON WHISKIES","WOODY CREEK DISTILLERS LLC",750,25.00,37.50
39706,"WESTERN SON WATERMELON MINI",1031200,"AMERICAN FLAVORED VODKA","JEM BEVERAGE COMPANY",50,4.40,6.60
J & D WINES INC / WOOLER BRANDS,"86503",POLK,"1011200","493",12,750,13.69
16796,"BELLE MEADE WHISKEY",1011200,"STRAIGHT BOURBON WHISKIES","CONSTELLATION BRANDS INC",750,26.95,40.43
46499,"KRAKEN BLACK SPICED RUM 70PRF",1062400,"SPICED RUM","PROXIMO",1750,15.81,23.72
101183,"DISARONNO VELVET CREAM LIQUEUR W/GLASS",1700000,"TEMPORARY & SPECIALTY PACKAGES","DISARONNO INTERNATIONAL",750,16.53,24.80
76915,"PRICHARDS FUDGE BROWNIE LIQUEUR",1701100,"TEMPORARY & SPECIALTY PACKAGES","PRICHARDS DISTILLERY INC",750,13.33,20.00
47002,"WISCONSIN CLUB SPICED RUM",1062400,"SPICED RUM","MINHAS MICRO DISTILLERY",1750,7.00,10.50
87901,"AMOR EXTRA ANEJO",1022200,"100% AGAVE TEQUILA","MARA IMPORTS",750,50.00,75.00
25257,"WHISKEYSMITH SALTED CARAMEL FLAVORED WHISKEY",1011100,"BLENDED WHISKIES","OLD ELK DISTILLERIES LLC",750,11.50,17.25
43208,"BACARDI SPICED RUM",1062400,"SPICED RUM","BACARDI USA INC",1750,14.99,22.49
903771,"SOOH FIGHTING COCK BOURBON",1011200,"STRAIGHT BOURBON WHISKIES","HEAVEN HILL BRANDS",750,9.00,13.50
21100,"PUNCHERS CHANCE",1011200,"STRAIGHT BOURBON WHISKIES","MHW LTD",750,15.38,23.07
