id,name,country
"Q26257913","Belgian Beer of Wallonia","Belgium"
"Q23460955","Baja Brewing Company","Mexico"
"Q23461325","All or Nothing Brewhouse","Canada"
"Q26467115","Merton Hall Brewery","United Kingdom"
"Q26497947","Company House","United Kingdom"
"Q23706030","Kindl-Brauerei, Abteilung 3","Germany"
"Q26438688","Old Brewery","United Kingdom"
"Q23787099","Wörth Castle on the Isar","Germany"
"Q23787604","Rhanerbräu","Germany"
"Q26690152","Dougall's","Spain"
"Q22672173","Wiesenmühle","Germany"
"Q4735474","Alpine Beer Company","United States"
"Q4752667","Anchor Brewhouse","United Kingdom"
"Q4754219","Anderson Valley Brewing Company","United States"
"Q4760323","Andwell Brewing Company","United Kingdom"
"Q4764350","Anheuser-Busch Brewery","United States"
"Q4780837","Appalachian Brewing Company","United States"
"Q4777177","Brouwerij Ide","Belgium"
"Q4791958","Arkell's Brewery","United Kingdom"
"Q4796382","Arsenal Cider House","United States"
"Q4816027","Atlanta Brewing Co","United States"
"Q4832936","Aztec Brewing Company","United States"
"Q4838887","Bachmann's Brewery","United States"
"Q4851430","Ballantine Brewery","United States"
"Q4851544","Ballast Point Brewing Company","United States"
"Q4868773","Batemans Brewery","United Kingdom"
"Q4868885","Bath Ales","United Kingdom"
"Q4874782","Bays Brewery","New Zealand"
"Q4873648","Bavarian Brewing Company","United States"
"Q4874434","Bayern Brewing, Inc.","United States"
"Q4856474","Banks Barbados Brewery","Barbados"
"Q4880138","Beeston Brewery Company","United Kingdom"
"Q4883063","Bell's Brewery","United States"
"Q4992054","Kalnapilis","Lithuania"
"Q4906227","Big Rock Brewery","Canada"
"Q4907112","Bihaćka Pivovara","Bosnia and Herzegovina"
"Q4921060","Black Isle Brewery","United Kingdom"
"Q4921226","Van Den Bossche brewery","Belgium"
"Q4916946","Birra Tirana","Albania"
"Q4929237","Blue Hills Brewery","United States"
"Q4929639","Blue Point Brewing Company","United States"
"Q4930333","Bluegrass Brewing Company","United States"
"Q4945006","Borg Bryggerier","Norway"
"Q4947146","Bosch Brewing Company","United States"
"Q4949536","Boulder Beer Company","United States"
"Q4949634","Boulevard Brewing Company","United States"
"Q4949920","Boundary Bay Brewing Company","United States"
"Q4962681","Brewers Investment Corporation","United Kingdom"
"Q4966187","BridgePort Brewing Company","United States"
"Q4975664","Brothers Cider","United Kingdom"
"Q4975922","Brown's Brewery","United States"
